name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
North F Street		way	10356741	highway	residential	-115.5736094	32.8511021	22	0.2	North F Street	Imperial	Imperial County	California	United States of America	us	North F Street, Imperial, Imperial County, California, United States of America	-115.5736163	32.8474697	-115.5736025	32.8547346			
Mustang Lane		way	10356889	highway	residential	-115.5668694	32.8569902	22	0.2	Mustang Lane	Imperial	Imperial County	California	United States of America	us	Mustang Lane, Imperial, Imperial County, California, United States of America	-115.5670540	32.8565621	-115.5666847	32.8574182			
North North Street		way	10356850	highway	residential	-115.5638841	32.8510332	22	0.2	North North Street	Imperial	Imperial County	California	United States of America	us	North North Street, Imperial, Imperial County, California, United States of America	-115.5638971	32.8474511	-115.5638369	32.8546146			
Conestoga Lane		way	10357293	highway	residential	-115.5658641	32.8567547	22	0.2	Conestoga Lane	Imperial	Imperial County	California	United States of America	us	Conestoga Lane, Imperial, Imperial County, California, United States of America	-115.5663424	32.8567260	-115.5653859	32.8567834			
Chisolm Trail		way	10357900	highway	residential	-115.5672933	32.8582409	22	0.2	Chisolm Trail	Imperial	Imperial County	California	United States of America	us	Chisolm Trail, Imperial, Imperial County, California, United States of America	-115.5689720	32.8577583	-115.5653711	32.8583152			
North J Street		way	10358273	highway	residential	-115.5687015	32.8495316	22	0.2	North J Street	Imperial	Imperial County	California	United States of America	us	North J Street, Imperial, Imperial County, California, United States of America	-115.5687286	32.8474812	-115.5686909	32.8515822			
Mustang Court		way	453567760	highway	residential	-115.5681451	32.8571439	22	0.2	Mustang Court	Imperial	Imperial County	California	United States of America	us	Mustang Court, Imperial, Imperial County, California, United States of America	-115.5686271	32.8570491	-115.5676630	32.8572387			
Morningside Drive		way	453567739	highway	residential	-115.5628138	32.8606051	22	0.2	Morningside Drive	Imperial	Imperial County	California	United States of America	us	Morningside Drive, Imperial, Imperial County, California, United States of America	-115.5628155	32.8593612	-115.5628120	32.8618490			
Morningside Court		way	453567740	highway	residential	-115.5628247	32.8613486	22	0.2	Morningside Court	Imperial	Imperial County	California	United States of America	us	Morningside Court, Imperial, Imperial County, California, United States of America	-115.5635762	32.8613393	-115.5620733	32.8613516			
Shoshonean Drive		way	453567751	highway	residential	-115.5674422	32.8644969	22	0.2	Shoshonean Drive	Imperial	Imperial County	California	United States of America	us	Shoshonean Drive, Imperial, Imperial County, California, United States of America	-115.5693114	32.8644832	-115.5655730	32.8645106			
Morongo Drive		way	453567754	highway	residential	-115.5673777	32.8637721	22	0.2	Morongo Drive	Imperial	Imperial County	California	United States of America	us	Morongo Drive, Imperial, Imperial County, California, United States of America	-115.5693202	32.8637713	-115.5654352	32.8637772			
Cahuilla Drive		way	453567749	highway	residential	-115.5673195	32.8652116	22	0.2	Cahuilla Drive	Imperial	Imperial County	California	United States of America	us	Cahuilla Drive, Imperial, Imperial County, California, United States of America	-115.5693217	32.8652111	-115.5653174	32.8652121			
11th Street		way	359232856	highway	residential	-115.5668518	32.8505994	22	0.2	11th Street	Imperial	Imperial County	California	United States of America	us	11th Street, Imperial, Imperial County, California, United States of America	-115.5673906	32.8505926	-115.5663110	32.8506269			
East 9 Th Street		way	10357972	highway	residential	-115.5626601	32.8484720	22	0.2	East 9 Th Street	Imperial	Imperial County	California	United States of America	us	East 9 Th Street, Imperial, Imperial County, California, United States of America	-115.5638780	32.8484617	-115.5614422	32.8484823			
Cancun Drive		way	263799395	highway	residential	-115.5587897	32.8295805	22	0.2	Cancun Drive	Imperial	Imperial County	California	United States of America	us	Cancun Drive, Imperial, Imperial County, California, United States of America	-115.5607741	32.8295731	-115.5575390	32.8303189			
Aviation Way		way	453560573	highway	residential	-115.5765992	32.8304148	22	0.2	Aviation Way	Imperial	Imperial County	California	United States of America	us	Aviation Way, Imperial, Imperial County, California, United States of America	-115.5774778	32.8303748	-115.5757161	32.8304148			
Enterprise Trail		way	453560574	highway	residential	-115.5756627	32.8285294	22	0.2	Enterprise Trail	Imperial	Imperial County	California	United States of America	us	Enterprise Trail, Imperial, Imperial County, California, United States of America	-115.5757161	32.8266684	-115.5755203	32.8303868			
Ensenada Drive		way	263799401	highway	residential	-115.5566782	32.8285860	22	0.2	Ensenada Drive	Imperial	Imperial County	California	United States of America	us	Ensenada Drive, Imperial, Imperial County, California, United States of America	-115.5566788	32.8268539	-115.5566679	32.8303182			
Fonzie Avenue		way	263799429	highway	residential	-115.5571830	32.8303186	22	0.2	Fonzie Avenue	Imperial	Imperial County	California	United States of America	us	Fonzie Avenue, Imperial, Imperial County, California, United States of America	-115.5614725	32.8303154	-115.5528935	32.8303319			
Marshall Avenue		way	263799432	highway	residential	-115.5688068	32.8287958	22	0.2	Marshall Avenue	Imperial	Imperial County	California	United States of America	us	Marshall Avenue, Imperial, Imperial County, California, United States of America	-115.5695208	32.8256084	-115.5679916	32.8320973			
Cabo San Lucas Avenue		way	263799394	highway	residential	-115.5550492	32.8291004	22	0.2	Cabo San Lucas Avenue	Imperial	Imperial County	California	United States of America	us	Cabo San Lucas Avenue, Imperial, Imperial County, California, United States of America	-115.5550537	32.8254026	-115.5550354	32.8327981			
South L Street		way	10358636	highway	residential	-115.5663544	32.8437473	22	0.2	South L Street	Imperial	Imperial County	California	United States of America	us	South L Street, Imperial, Imperial County, California, United States of America	-115.5663670	32.8400290	-115.5663341	32.8474655			
Dulles Court West		way	263799398	highway	residential	-115.5932132	32.8277775	22	0.2	Dulles Court West	Imperial	Imperial County	California	United States of America	us	Dulles Court West, Imperial, Imperial County, California, United States of America	-115.5939283	32.8277744	-115.5924981	32.8277806			
Juniper Street		way	10357150	highway	residential	-115.5925871	32.8227850	22	0.2	Juniper Street	Imperial	Imperial County	California	United States of America	us	Juniper Street, Imperial, Imperial County, California, United States of America	-115.5940987	32.8227626	-115.5910756	32.8227939			
Mirador Street		way	354312843	highway	residential	-115.5886429	32.8395557	22	0.2	Mirador Street	Imperial	Imperial County	California	United States of America	us	Mirador Street, Imperial, Imperial County, California, United States of America	-115.5886477	32.8389578	-115.5886380	32.8401536			
Boley Field Drive West		way	10357943	highway	residential	-115.5933797	32.8302510	22	0.2	Boley Field Drive West	Imperial	Imperial County	California	United States of America	us	Boley Field Drive West, Imperial, Imperial County, California, United States of America	-115.5942434	32.8302500	-115.5925003	32.8303354			
Sequoia Street		way	10356859	highway	residential	-115.5925831	32.8235059	22	0.2	Sequoia Street	Imperial	Imperial County	California	United States of America	us	Sequoia Street, Imperial, Imperial County, California, United States of America	-115.5940890	32.8234843	-115.5910773	32.8235100			
Las Dunas Street		way	354312842	highway	residential	-115.5924711	32.8375258	22	0.2	Las Dunas Street	Imperial	Imperial County	California	United States of America	us	Las Dunas Street, Imperial, Imperial County, California, United States of America	-115.5939972	32.8375198	-115.5909450	32.8375318			
Valle Varde Lane		way	354312853	highway	residential	-115.5939996	32.8382165	22	0.2	Valle Varde Lane	Imperial	Imperial County	California	United States of America	us	Valle Varde Lane, Imperial, Imperial County, California, United States of America	-115.5940044	32.8367987	-115.5939947	32.8396344			
Monterrey Park Lane		way	354312844	highway	residential	-115.5909495	32.8385366	22	0.2	Monterrey Park Lane	Imperial	Imperial County	California	United States of America	us	Monterrey Park Lane, Imperial, Imperial County, California, United States of America	-115.5909524	32.8369162	-115.5909331	32.8401568			
Cooley Road		way	197885819	highway	residential	-115.5184779	32.8213256	22	0.2	Cooley Road		Imperial County	California	United States of America	us	Cooley Road, Imperial County, California, United States of America	-115.5185730	32.7954371	-115.5184401	32.8472179			
Jennifer Drive		way	453574722	highway	residential	-115.5507638	32.8241729	22	0.2	Jennifer Drive	Imperial	Imperial County	California	United States of America	us	Jennifer Drive, Imperial, Imperial County, California, United States of America	-115.5522278	32.8241644	-115.5492997	32.8241814			
Tori Court		way	453574721	highway	residential	-115.5522290	32.8242870	22	0.2	Tori Court	Imperial	Imperial County	California	United States of America	us	Tori Court, Imperial, Imperial County, California, United States of America	-115.5522359	32.8236845	-115.5522278	32.8248896			
Madrone Circle		way	453574725	highway	residential	-115.5500961	32.8248731	22	0.2	Madrone Circle	Imperial	Imperial County	California	United States of America	us	Madrone Circle, Imperial, Imperial County, California, United States of America	-115.5522359	32.8231521	-115.5496743	32.8248896			
Marina Court		way	453574727	highway	residential	-115.5516065	32.8205627	22	0.2	Marina Court	Imperial	Imperial County	California	United States of America	us	Marina Court, Imperial, Imperial County, California, United States of America	-115.5521849	32.8205580	-115.5510281	32.8205674			
Bianca Court		way	453574728	highway	residential	-115.5515856	32.8212651	22	0.2	Bianca Court	Imperial	Imperial County	California	United States of America	us	Bianca Court, Imperial, Imperial County, California, United States of America	-115.5521478	32.8212605	-115.5510233	32.8212698			
Alejandro Street		way	453574726	highway	residential	-115.5491261	32.8187866	22	0.2	Alejandro Street	Imperial	Imperial County	California	United States of America	us	Alejandro Street, Imperial, Imperial County, California, United States of America	-115.5493812	32.8187833	-115.5488711	32.8187899			
Hannah Court		way	453574731	highway	residential	-115.5550921	32.8191973	22	0.2	Hannah Court	Imperial	Imperial County	California	United States of America	us	Hannah Court, Imperial, Imperial County, California, United States of America	-115.5551020	32.8187455	-115.5550896	32.8196493			
Jillian Drive		way	453574729	highway	residential	-115.5559427	32.8201527	22	0.2	Jillian Drive	Imperial	Imperial County	California	United States of America	us	Jillian Drive, Imperial, Imperial County, California, United States of America	-115.5559498	32.8187011	-115.5559390	32.8216042			
Evron Court		way	453574732	highway	residential	-115.5562668	32.8194278	22	0.2	Evron Court	Imperial	Imperial County	California	United States of America	us	Evron Court, Imperial, Imperial County, California, United States of America	-115.5565874	32.8194266	-115.5559462	32.8194291			
Gaebrail Court		way	453574733	highway	residential	-115.5562686	32.8187025	22	0.2	Gaebrail Court	Imperial	Imperial County	California	United States of America	us	Gaebrail Court, Imperial, Imperial County, California, United States of America	-115.5565874	32.8187011	-115.5559498	32.8187040			
Ashton Court		way	453574734	highway	residential	-115.5542531	32.8192000	22	0.2	Ashton Court	Imperial	Imperial County	California	United States of America	us	Ashton Court, Imperial, Imperial County, California, United States of America	-115.5542607	32.8187532	-115.5542514	32.8196467			
Sidney Court		way	453574736	highway	residential	-115.5550957	32.8210036	22	0.2	Sidney Court	Imperial	Imperial County	California	United States of America	us	Sidney Court, Imperial, Imperial County, California, United States of America	-115.5550989	32.8204494	-115.5550950	32.8215578			
Sierra Court		way	453574737	highway	residential	-115.5542645	32.8207869	22	0.2	Sierra Court	Imperial	Imperial County	California	United States of America	us	Sierra Court, Imperial, Imperial County, California, United States of America	-115.5542668	32.8204779	-115.5542622	32.8210958			
Josh Court		way	453574738	highway	residential	-115.5562692	32.8201764	22	0.2	Josh Court	Imperial	Imperial County	California	United States of America	us	Josh Court, Imperial, Imperial County, California, United States of America	-115.5565959	32.8201747	-115.5559426	32.8201781			
Victoria Court		way	453574735	highway	residential	-115.5533970	32.8200110	22	0.2	Victoria Court	Imperial	Imperial County	California	United States of America	us	Victoria Court, Imperial, Imperial County, California, United States of America	-115.5534101	32.8187558	-115.5533790	32.8212662			
Imperial Business Park Drive		way	453560569	highway	residential	-115.5765358	32.8270124	22	0.2	Imperial Business Park Drive	Imperial	Imperial County	California	United States of America	us	Imperial Business Park Drive, Imperial, Imperial County, California, United States of America	-115.5765391	32.8255626	-115.5765326	32.8284622			
Progress Trail		way	453560570	highway	residential	-115.5756274	32.8266670	22	0.2	Progress Trail	Imperial	Imperial County	California	United States of America	us	Progress Trail, Imperial, Imperial County, California, United States of America	-115.5774592	32.8255589	-115.5748417	32.8266809			
Myrtle Road		way	10354213	highway	residential	-115.5722205	32.8220393	22	0.2	Myrtle Road	Imperial	Imperial County	California	United States of America	us	Myrtle Road, Imperial, Imperial County, California, United States of America	-115.5722207	32.8185259	-115.5722138	32.8255527			
Preble Road		way	10355056	highway	residential	-115.5702108	32.8220475	22	0.2	Preble Road	Imperial	Imperial County	California	United States of America	us	Preble Road, Imperial, Imperial County, California, United States of America	-115.5702474	32.8185252	-115.5702096	32.8255696			
Magnolia Avenue		way	10358269	highway	residential	-115.5505722	32.8014270	22	0.2	Magnolia Avenue	El Centro	Imperial County	California	United States of America	us	Magnolia Avenue, El Centro, Imperial County, California, United States of America	-115.5527874	32.8014227	-115.5483574	32.8014403			
East Villa Avenue		way	10354927	highway	residential	-115.5313022	32.8037474	22	0.2	East Villa Avenue		Imperial County	California	United States of America	us	East Villa Avenue, Imperial County, California, United States of America	-115.5441387	32.8037013	-115.5184660	32.8038354			
Mc Carran Court West		way	263799407	highway	residential	-115.5932086	32.8294328	22	0.2	Mc Carran Court West	Imperial	Imperial County	California	United States of America	us	Mc Carran Court West, Imperial, Imperial County, California, United States of America	-115.5939175	32.8294313	-115.5924996	32.8294342			
