name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Date City		node	150963170	place	hamlet	-115.3099832	32.7931040	19	0.275			Imperial County	California	United States of America	us	Date City, Imperial County, California, United States of America	-115.3099832	32.7931040	-115.3099832	32.7931040			
Rico		node	150963385	place	hamlet	-115.3974876	32.8067174	19	0.275			Imperial County	California	United States of America	us	Rico, Imperial County, California, United States of America	-115.3974876	32.8067174	-115.3974876	32.8067174			
Meloland		node	150967336	place	hamlet	-115.4474905	32.8031081	19	0.275			Imperial County	California	United States of America	us	Meloland, Imperial County, California, United States of America	-115.4474905	32.8031081	-115.4474905	32.8031081			
Fuller		node	150969615	place	hamlet	-115.4060979	32.8603266	19	0.275			Imperial County	California	United States of America	us	Fuller, Imperial County, California, United States of America	-115.4060979	32.8603266	-115.4060979	32.8603266			
Curlew		node	150971164	place	hamlet	-115.4055405	32.9333791	19	0.275			Imperial County	California	United States of America	us	Curlew, Imperial County, California, United States of America	-115.4055405	32.9333791	-115.4055405	32.9333791			
Moss		node	150978396	place	hamlet	-115.4077613	32.9978210	19	0.275			Imperial County	California	United States of America	us	Moss, Imperial County, California, United States of America	-115.4077613	32.9978210	-115.4077613	32.9978210			
Perrys Corner		node	150981173	place	hamlet	-115.3799855	32.8617148	19	0.275			Imperial County	California	United States of America	us	Perrys Corner, Imperial County, California, United States of America	-115.3799855	32.8617148	-115.3799855	32.8617148			
Orita		node	150981711	place	hamlet	-115.4052618	32.9772662	19	0.275			Imperial County	California	United States of America	us	Orita, Imperial County, California, United States of America	-115.4052618	32.9772662	-115.4052618	32.9772662			
Bonds Corner		node	150951543	place	hamlet	-115.3372077	32.6936637	19	0.275			Imperial County	California	United States of America	us	Bonds Corner, Imperial County, California, United States of America	-115.3372077	32.6936637	-115.3372077	32.6936637			
Ejido Yucatan		node	3853815452	place	village	-115.0935355	32.6063055	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Yucatan, Mexicali, Baja California, Mexico	-115.0935355	32.6063055	-115.0935355	32.6063055			
Ejido Lazaro Cárdenas		node	3852188303	place	village	-115.0192668	32.6064915	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Lazaro Cárdenas, Mexicali, Baja California, Mexico	-115.0192668	32.6064915	-115.0192668	32.6064915			
Ejido Netzahualcóyotl		node	4156636673	place	hamlet	-115.0594675	32.6245810	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Netzahualcóyotl, Mexicali, Baja California, Mexico	-115.0594675	32.6245810	-115.0594675	32.6245810			
Ejido Puebla		node	3927829094	place	village	-115.3532441	32.5667586	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Puebla, Mexicali, Baja California, Mexico	-115.3532441	32.5667586	-115.3532441	32.5667586			
Miguel Hidalgo y Costilla	Colonia Cinco Cerro Prieto	node	4913813169	place	village	-115.3403111	32.5057660	19	0.275			Mexicali	Baja California	Mexico	mx	Miguel Hidalgo y Costilla, Mexicali, Baja California, Mexico	-115.3403111	32.5057660	-115.3403111	32.5057660			
Ejido el Choropo	Colonia Colorado Número Uno	node	4914926372	place	village	-115.4133025	32.5288381	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido el Choropo, Mexicali, Baja California, Mexico	-115.4133025	32.5288381	-115.4133025	32.5288381			
Ejido Alvaro Obregon (Tierras Blancas)		node	3850479473	place	hamlet	-115.0472672	32.5557612	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Alvaro Obregon (Tierras Blancas), Mexicali, Baja California, Mexico	-115.0472672	32.5557612	-115.0472672	32.5557612			
Ejido Tehuantepec		node	3852166410	place	village	-115.0306394	32.5500050	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Tehuantepec, Mexicali, Baja California, Mexico	-115.0306394	32.5500050	-115.0306394	32.5500050			
Santa Rosa		node	3852175267	place	village	-115.0208977	32.5587769	19	0.275			Mexicali	Baja California	Mexico	mx	Santa Rosa, Mexicali, Baja California, Mexico	-115.0208977	32.5587769	-115.0208977	32.5587769			
Aldea Residencial Batáquez		node	3850472657	place	village	-115.0675825	32.5540336	19	0.275			Mexicali	Baja California	Mexico	mx	Aldea Residencial Batáquez, Mexicali, Baja California, Mexico	-115.0675825	32.5540336	-115.0675825	32.5540336			
Monterrey		node	2921311501	place	village	-115.0704123	32.5492861	19	0.275			Mexicali	Baja California	Mexico	mx	Monterrey, Mexicali, Baja California, Mexico	-115.0704123	32.5492861	-115.0704123	32.5492861			
Ejido Tula		node	3404453315	place	hamlet	-115.1932770	32.5783498	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Tula, Mexicali, Baja California, Mexico	-115.1932770	32.5783498	-115.1932770	32.5783498			
Ejido Jalisco		node	3406137091	place	hamlet	-115.2376490	32.5191463	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Jalisco, Mexicali, Baja California, Mexico	-115.2376490	32.5191463	-115.2376490	32.5191463			
Quinta Los León	Rancho Los León	node	3850460557	place	hamlet	-115.0758812	32.5510447	19	0.275			Mexicali	Baja California	Mexico	mx	Quinta Los León, Mexicali, Baja California, Mexico	-115.0758812	32.5510447	-115.0758812	32.5510447			
Ejido Jiquilpan		node	3852231131	place	village	-115.0635974	32.5005382	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Jiquilpan, Mexicali, Baja California, Mexico	-115.0635974	32.5005382	-115.0635974	32.5005382			
Ejido Vulcano		node	3853404375	place	village	-115.1049905	32.5545968	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Vulcano, Mexicali, Baja California, Mexico	-115.1049905	32.5545968	-115.1049905	32.5545968			
Colonia Pólvora		node	3853411066	place	village	-115.1912075	32.5500932	19	0.275			Mexicali	Baja California	Mexico	mx	Colonia Pólvora, Mexicali, Baja California, Mexico	-115.1912075	32.5500932	-115.1912075	32.5500932			
Ejido Tamaulipas		node	3853416252	place	village	-115.2316284	32.5496728	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Tamaulipas, Mexicali, Baja California, Mexico	-115.2316284	32.5496728	-115.2316284	32.5496728			
Ejido Compuertas Carejey		node	3853814058	place	village	-115.0985995	32.5678138	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Compuertas Carejey, Mexicali, Baja California, Mexico	-115.0985995	32.5678138	-115.0985995	32.5678138			
Ejido Taijon		node	3853814241	place	hamlet	-115.0797812	32.5813394	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Taijon, Mexicali, Baja California, Mexico	-115.0797812	32.5813394	-115.0797812	32.5813394			
Ejido San Luis Potosí		node	3855535819	place	village	-115.1293048	32.5095879	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido San Luis Potosí, Mexicali, Baja California, Mexico	-115.1293048	32.5095879	-115.1293048	32.5095879			
Ejido Irapuato		node	3855556358	place	village	-115.1251713	32.5963001	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Irapuato, Mexicali, Baja California, Mexico	-115.1251713	32.5963001	-115.1251713	32.5963001			
Ejido Cuernavaca		node	3927833319	place	village	-115.3076039	32.5612676	19	0.275			Mexicali	Baja California	Mexico	mx	Ejido Cuernavaca, Mexicali, Baja California, Mexico	-115.3076039	32.5612676	-115.3076039	32.5612676			
Fracc. Reforma		node	608754491	place	suburb	-115.4499190	32.6312871	20	0.25			Mexicali	Baja California	Mexico	mx	Fracc. Reforma, Mexicali, Baja California, Mexico	-115.4499190	32.6312871	-115.4499190	32.6312871			
Cuauhtémoc Norte		node	1826011228	place	suburb	-115.4465943	32.6666639	20	0.25			Mexicali	Baja California	Mexico	mx	Cuauhtémoc Norte, Mexicali, Baja California, Mexico	-115.4465943	32.6666639	-115.4465943	32.6666639			
Hidalgo		node	2717939230	place	suburb	-115.4559889	32.6188998	20	0.25			Mexicali	Baja California	Mexico	mx	Hidalgo, Mexicali, Baja California, Mexico	-115.4559889	32.6188998	-115.4559889	32.6188998			
Maestros Estatales		node	2882917882	place	suburb	-115.4499835	32.6332569	20	0.25			Mexicali	Baja California	Mexico	mx	Maestros Estatales, Mexicali, Baja California, Mexico	-115.4499835	32.6332569	-115.4499835	32.6332569			
Fracc. Residencias		node	2882917883	place	suburb	-115.4502928	32.6278609	20	0.25			Mexicali	Baja California	Mexico	mx	Fracc. Residencias, Mexicali, Baja California, Mexico	-115.4502928	32.6278609	-115.4502928	32.6278609			
Las Palmas		node	2884394101	place	suburb	-115.4465246	32.6236852	20	0.25			Mexicali	Baja California	Mexico	mx	Las Palmas, Mexicali, Baja California, Mexico	-115.4465246	32.6236852	-115.4465246	32.6236852			
Ex Ejido Coahuila		node	2884444162	place	suburb	-115.4386672	32.6239813	20	0.25			Mexicali	Baja California	Mexico	mx	Ex Ejido Coahuila, Mexicali, Baja California, Mexico	-115.4386672	32.6239813	-115.4386672	32.6239813			
Independencia		node	2884507016	place	suburb	-115.4296745	32.6325104	20	0.25			Mexicali	Baja California	Mexico	mx	Independencia, Mexicali, Baja California, Mexico	-115.4296745	32.6325104	-115.4296745	32.6325104			
Zona Urbana Ejido Zacatecas		node	2890680756	place	suburb	-115.4658774	32.6296776	20	0.25			Mexicali	Baja California	Mexico	mx	Zona Urbana Ejido Zacatecas, Mexicali, Baja California, Mexico	-115.4658774	32.6296776	-115.4658774	32.6296776			
Victoria Residencial		way	193797976	highway	residential	-115.3564361	32.5975020	22	0.2		Victoria Residencial	Mexicali	Baja California	Mexico	mx	Victoria Residencial, Mexicali, Baja California, Mexico	-115.3604562	32.5957255	-115.3546765	32.5995250			
Villa Florida		way	193797978	highway	residential	-115.3629121	32.6023780	22	0.2		Villa Florida	Mexicali	Baja California	Mexico	mx	Villa Florida, Mexicali, Baja California, Mexico	-115.3723642	32.5987171	-115.3543689	32.6063770			
Urbi Toledo Residencial		way	309501306	highway	residential	-115.3714727	32.6170752	22	0.2		Urbi Toledo Residencial	Mexicali	Baja California	Mexico	mx	Urbi Toledo Residencial, Mexicali, Baja California, Mexico	-115.3734481	32.6147545	-115.3694880	32.6194117			
Colonia Bugambilias Járdines		way	413507830	highway	residential	-115.3683377	32.6437674	22	0.2		Colonia Bugambilias Járdines	Mexicali	Baja California	Mexico	mx	Colonia Bugambilias Járdines, Mexicali, Baja California, Mexico	-115.3704045	32.6416672	-115.3662830	32.6458652			
Sevilla Residencial		way	193797980	highway	residential	-115.3753654	32.6170752	22	0.2		Sevilla Residencial	Mexicali	Baja California	Mexico	mx	Sevilla Residencial, Mexicali, Baja California, Mexico	-115.3773183	32.6146662	-115.3717855	32.6219772			
Paseo de las Flores		way	328246027	highway	residential	-115.4849240	32.6027419	22	0.2		Paseo de las Flores	Mexicali	Baja California	Mexico	mx	Paseo de las Flores, Mexicali, Baja California, Mexico	-115.4859185	32.6009456	-115.4839418	32.6044774			
California Residencial		way	328305203	highway	residential	-115.4666135	32.6049695	22	0.2		California Residencial	Mexicali	Baja California	Mexico	mx	California Residencial, Mexicali, Baja California, Mexico	-115.4702872	32.6037336	-115.4629908	32.6070192			
Colonia Nuevo Amanecer		way	373349690	highway	residential	-115.3720749	32.6237200	22	0.2		Colonia Nuevo Amanecer	Mexicali	Baja California	Mexico	mx	Colonia Nuevo Amanecer, Mexicali, Baja California, Mexico	-115.3747579	32.6194117	-115.3694323	32.6254807			
Cuauhtémoc Sur		node	1826011226	place	neighbourhood	-115.4471522	32.6638459	22	0.2			Mexicali	Baja California	Mexico	mx	Cuauhtémoc Sur, Mexicali, Baja California, Mexico	-115.4471522	32.6638459	-115.4471522	32.6638459			
Colonia Nueva		node	1826004873	place	neighbourhood	-115.4597261	32.6603047	22	0.2			Mexicali	Baja California	Mexico	mx	Colonia Nueva, Mexicali, Baja California, Mexico	-115.4597261	32.6603047	-115.4597261	32.6603047			
Libertad		node	1826004875	place	neighbourhood	-115.4581770	32.6482221	22	0.2			Mexicali	Baja California	Mexico	mx	Libertad, Mexicali, Baja California, Mexico	-115.4581770	32.6482221	-115.4581770	32.6482221			
Fraccionamiento Los Pinos		node	1826004874	place	neighbourhood	-115.4479825	32.6502943	22	0.2			Mexicali	Baja California	Mexico	mx	Fraccionamiento Los Pinos, Mexicali, Baja California, Mexico	-115.4479825	32.6502943	-115.4479825	32.6502943			
Industrial		node	1826011227	place	neighbourhood	-115.4608851	32.6529345	22	0.2			Mexicali	Baja California	Mexico	mx	Industrial, Mexicali, Baja California, Mexico	-115.4608851	32.6529345	-115.4608851	32.6529345			
Heroes de Nacozari		node	1827207032	place	neighbourhood	-115.4569075	32.6434976	22	0.2			Mexicali	Baja California	Mexico	mx	Heroes de Nacozari, Mexicali, Baja California, Mexico	-115.4569075	32.6434976	-115.4569075	32.6434976			
Fracc. Las Flores		node	2717963401	place	neighbourhood	-115.4754885	32.6213758	22	0.2			Mexicali	Baja California	Mexico	mx	Fracc. Las Flores, Mexicali, Baja California, Mexico	-115.4754885	32.6213758	-115.4754885	32.6213758			
Colonia Carbajal		node	2884499783	place	neighbourhood	-115.4292434	32.6205715	22	0.2			Mexicali	Baja California	Mexico	mx	Colonia Carbajal, Mexicali, Baja California, Mexico	-115.4292434	32.6205715	-115.4292434	32.6205715			
Jardines del Valle		node	2890502548	place	neighbourhood	-115.4485550	32.6414730	22	0.2			Mexicali	Baja California	Mexico	mx	Jardines del Valle, Mexicali, Baja California, Mexico	-115.4485550	32.6414730	-115.4485550	32.6414730			
El Lienzo		node	4763414877	place	neighbourhood	-115.4161918	32.6411473	22	0.2			Mexicali	Baja California	Mexico	mx	El Lienzo, Mexicali, Baja California, Mexico	-115.4161918	32.6411473	-115.4161918	32.6411473			
Mongue Court		way	192365897	highway	residential	-115.4748420	32.6787670	22	0.2	Mongue Court	Calexico			United States of America	us	Mongue Court, Calexico	-115.4749243	32.6782703	-115.4748419	32.6792520			
J Tapia Court		way	192365893	highway	residential	-115.4758928	32.6786795	22	0.2	J Tapia Court	Calexico			United States of America	us	J Tapia Court, Calexico	-115.4759712	32.6782717	-115.4758918	32.6790667			
A Cota Street		way	192365896	highway	residential	-115.4764624	32.6768533	22	0.2	A Cota Street	Calexico			United States of America	us	A Cota Street, Calexico	-115.4779640	32.6768502	-115.4749662	32.6768756			
L Porter Court		way	192365900	highway	residential	-115.4770601	32.6782647	22	0.2	L Porter Court	Calexico			United States of America	us	L Porter Court, Calexico	-115.4770602	32.6775811	-115.4769771	32.6789486			
D Patino Street		way	192365895	highway	residential	-115.4764817	32.6761532	22	0.2	D Patino Street	Calexico			United States of America	us	D Patino Street, Calexico	-115.4779671	32.6761420	-115.4749970	32.6761555			
A C Nogales Street		way	192365898	highway	residential	-115.4764831	32.6711790	22	0.2	A C Nogales Street	Calexico			United States of America	us	A C Nogales Street, Calexico	-115.4779913	32.6711288	-115.4749957	32.6711837			
Sereno Drive		way	192365894	highway	residential	-115.4760160	32.6782719	22	0.2	Sereno Drive	Calexico			United States of America	us	Sereno Drive, Calexico	-115.4779581	32.6782690	-115.4740739	32.6782750			
A Cordero Avenue		way	192366165	highway	residential	-115.4770594	32.6743769	22	0.2	A Cordero Avenue	Calexico			United States of America	us	A Cordero Avenue, Calexico	-115.4770594	32.6740503	-115.4769875	32.6747339			
D Hinojosa Street		way	192366166	highway	residential	-115.4760288	32.6747330	22	0.2	D Hinojosa Street	Calexico			United States of America	us	D Hinojosa Street, Calexico	-115.4779738	32.6747314	-115.4740839	32.6747346			
G Anava Avenue		way	192365899	highway	residential	-115.4779756	32.6743909	22	0.2	G Anava Avenue	Calexico			United States of America	us	G Anava Avenue, Calexico	-115.4779981	32.6697696	-115.4779540	32.6790121			
D Renison Street		way	192366557	highway	residential	-115.4725028	32.6849182	22	0.2	D Renison Street	Calexico			United States of America	us	D Renison Street, Calexico	-115.4732904	32.6849182	-115.4717152	32.6849182			
J F Anderson Street		way	192366559	highway	residential	-115.4724724	32.6856252	22	0.2	J F Anderson Street	Calexico			United States of America	us	J F Anderson Street, Calexico	-115.4732361	32.6856137	-115.4717074	32.6856268			
Peridot Court		way	192426069	highway	residential	-115.4761533	32.6851021	22	0.2	Peridot Court	Calexico			United States of America	us	Peridot Court, Calexico	-115.4761552	32.6846085	-115.4761514	32.6855957			
Amethyst Way		way	192426072	highway	residential	-115.4778849	32.6849634	22	0.2	Amethyst Way	Calexico			United States of America	us	Amethyst Way, Calexico	-115.4778849	32.6843296	-115.4778849	32.6855972			
Diamond Way		way	192426073	highway	residential	-115.4787643	32.6849701	22	0.2	Diamond Way	Calexico			United States of America	us	Diamond Way, Calexico	-115.4787648	32.6843307	-115.4787639	32.6856095			
Zircon Court		way	192426070	highway	residential	-115.4796268	32.6851141	22	0.2	Zircon Court	Calexico			United States of America	us	Zircon Court, Calexico	-115.4796282	32.6846141	-115.4796254	32.6856140			
Opal Court		way	192426071	highway	residential	-115.4770269	32.6846783	22	0.2	Opal Court	Calexico			United States of America	us	Opal Court, Calexico	-115.4770269	32.6843286	-115.4770269	32.6850280			
H Ramos Avenue		way	206772690	highway	residential	-115.4749963	32.6733111	22	0.2	H Ramos Avenue	Calexico			United States of America	us	H Ramos Avenue, Calexico	-115.4750362	32.6726479	-115.4749927	32.6739851			
P Montejano Street		way	206772687	highway	residential	-115.4759953	32.6740353	22	0.2	P Montejano Street	Calexico			United States of America	us	P Montejano Street, Calexico	-115.4769875	32.6739851	-115.4750191	32.6740503			
Mc Millin Street		way	206772691	highway	residential	-115.4755345	32.6775606	22	0.2	Mc Millin Street	Calexico			United States of America	us	Mc Millin Street, Calexico	-115.4769922	32.6775556	-115.4740755	32.6775811			
O Ybarra Avenue		way	206772695	highway	residential	-115.4770786	32.6708424	22	0.2	O Ybarra Avenue	Calexico			United States of America	us	O Ybarra Avenue, Calexico	-115.4770819	32.6705111	-115.4770423	32.6711822			
P Rashid Street		way	206772693	highway	residential	-115.4765090	32.6726229	22	0.2	P Rashid Street	Calexico			United States of America	us	P Rashid Street, Calexico	-115.4779844	32.6726218	-115.4750362	32.6726479			
L M Legaspi Avenue		way	206772697	highway	residential	-115.4749517	32.6757982	22	0.2	L M Legaspi Avenue	Calexico			United States of America	us	L M Legaspi Avenue, Calexico	-115.4749970	32.6754381	-115.4749517	32.6761420			
L Romero Court		way	206772698	highway	residential	-115.4749499	32.6772160	22	0.2	L Romero Court	Calexico			United States of America	us	L Romero Court, Calexico	-115.4749662	32.6768756	-115.4749472	32.6775586			
J Paramo Street		way	206772684	highway	residential	-115.4749979	32.6708009	22	0.2	J Paramo Street	Calexico			United States of America	us	J Paramo Street, Calexico	-115.4750001	32.6704729	-115.4749957	32.6711288			
Paseo de Su Alteza		way	10354244	highway	residential	-115.4789432	32.6719463	22	0.2	Paseo de Su Alteza	Calexico			United States of America	us	Paseo de Su Alteza, Calexico	-115.4789503	32.6666939	-115.4789331	32.6771988			
Paseo de Los Reyes		way	10357790	highway	residential	-115.4802356	32.6745028	22	0.2	Paseo de Los Reyes	Calexico			United States of America	us	Paseo de Los Reyes, Calexico	-115.4815314	32.6745019	-115.4789398	32.6745036			
Primavera Drive		way	10358670	highway	residential	-115.4871131	32.6831227	22	0.2	Primavera Drive	Calexico			United States of America	us	Primavera Drive, Calexico	-115.4871545	32.6812087	-115.4870846	32.6850363			
Paseo de Los Virreyes		way	10354267	highway	residential	-115.4815342	32.6740808	22	0.2	Paseo de Los Virreyes	Calexico			United States of America	us	Paseo de Los Virreyes, Calexico	-115.4815433	32.6728247	-115.4815314	32.6753369			
Brown Court		way	10355904	highway	residential	-115.4831640	32.6853446	22	0.2	Brown Court	Calexico			United States of America	us	Brown Court, Calexico	-115.4831643	32.6851021	-115.4831637	32.6855870			
Paseo del Conquistador		way	10355999	highway	residential	-115.4807425	32.6728259	22	0.2	Paseo del Conquistador	Calexico			United States of America	us	Paseo del Conquistador, Calexico	-115.4825427	32.6728247	-115.4789422	32.6728283			
Obeliscos Street		way	10356019	highway	residential	-115.4798390	32.6812334	22	0.2	Obeliscos Street	Calexico			United States of America	us	Obeliscos Street, Calexico	-115.4814708	32.6812097	-115.4782070	32.6812459			
Emerald Way		way	10356269	highway	residential	-115.4813499	32.6849797	22	0.2	Emerald Way	Calexico			United States of America	us	Emerald Way, Calexico	-115.4813601	32.6843360	-115.4813397	32.6856233			
Plaza Drive		way	10356282	highway	residential	-115.4853718	32.6819787	22	0.2	Plaza Drive	Calexico			United States of America	us	Plaza Drive, Calexico	-115.4853787	32.6812212	-115.4853650	32.6827363			
Andrade Avenue		way	10356488	highway	residential	-115.4825459	32.6725749	22	0.2	Andrade Avenue	Calexico			United States of America	us	Andrade Avenue, Calexico	-115.4825653	32.6659962	-115.4825343	32.6791538			711, 741
Feldspar Avenue		way	10356581	highway	residential	-115.4744340	32.6845902	22	0.2	Feldspar Avenue	Calexico			United States of America	us	Feldspar Avenue, Calexico	-115.4744357	32.6835863	-115.4744244	32.6855942			
Encanto Terrace		way	10356633	highway	residential	-115.4854369	32.6742731	22	0.2	Encanto Terrace	Calexico			United States of America	us	Encanto Terrace, Calexico	-115.4854388	32.6727082	-115.4853710	32.6758727			
Encanto Drive		way	10356727	highway	residential	-115.4847348	32.6739953	22	0.2	Encanto Drive	Calexico			United States of America	us	Encanto Drive, Calexico	-115.4853710	32.6727082	-115.4847250	32.6758888			
Ruby Court		way	10356751	highway	residential	-115.4818850	32.6846937	22	0.2	Ruby Court	Calexico			United States of America	us	Ruby Court, Calexico	-115.4818894	32.6843432	-115.4818807	32.6850443			
Paseo Camino Real		way	10356687	highway	residential	-115.4783008	32.6753220	22	0.2	Paseo Camino Real	Calexico			United States of America	us	Paseo Camino Real, Calexico	-115.4825374	32.6753210	-115.4740752	32.6754493			
