name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Sheepy Lake		way	86633714	natural	water	-121.7903064	41.9938312	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7905026	41.9935049	-121.7900529	41.9942343			
Sheepy Lake		way	86634386	natural	water	-121.7966654	41.9890186	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7974031	41.9885216	-121.7959236	41.9894430			
Mason Reservoir		way	86628281	natural	water	-121.2933613	41.8726523	16	0.35			Modoc County	California	United States of America	us	Mason Reservoir, Modoc County, California, United States of America	-121.2935864	41.8723764	-121.2931239	41.8729033			
Dry Lake		way	86628381	natural	water	-121.2876813	41.6836364	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2877776	41.6835476	-121.2875553	41.6836798			
Dry Lake		way	86628682	natural	water	-121.2962000	41.6872238	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2962621	41.6871180	-121.2961453	41.6872747			
Baker Reservoir		way	86628509	natural	water	-121.2449064	41.9209402	16	0.35			Modoc County	California	United States of America	us	Baker Reservoir, Modoc County, California, United States of America	-121.2454753	41.9205716	-121.2445956	41.9213666			
Courtright Reservoir		way	86628413	natural	water	-121.1535045	41.4736636	16	0.35			Modoc County	California	United States of America	us	Courtright Reservoir, Modoc County, California, United States of America	-121.1543398	41.4726954	-121.1528375	41.4746135			
Barry Tank		way	86629001	natural	water	-121.0487358	41.8632015	16	0.35			Modoc County	California	United States of America	us	Barry Tank, Modoc County, California, United States of America	-121.0489821	41.8630466	-121.0484766	41.8633649			
Joiner Reservoir		way	86317618	natural	water	-121.2236218	41.2939176	16	0.35			Modoc County	California	United States of America	us	Joiner Reservoir, Modoc County, California, United States of America	-121.2245420	41.2919958	-121.2228457	41.2958229			
Pit River		relation	1284941	natural	water	-121.1472615	41.1247523	16	0.35			Lassen County	California	United States of America	us	Pit River, Lassen County, California, United States of America	-121.1549158	41.1164916	-121.1436644	41.1327804			
Crum Reservoir		relation	1328394	natural	water	-121.3140379	41.1037846	16	0.35			Lassen County	California	United States of America	us	Crum Reservoir, Lassen County, California, United States of America	-121.3170813	41.1013329	-121.3111397	41.1061812			
Thompson Reservoir		way	86312035	natural	water	-121.1650484	41.0471555	16	0.35			Lassen County	California	United States of America	us	Thompson Reservoir, Lassen County, California, United States of America	-121.1658984	41.0466989	-121.1643964	41.0475961			
Hog Valley Reservoir		way	86315610	natural	water	-121.0127022	41.0386570	16	0.35			Lassen County	California	United States of America	us	Hog Valley Reservoir, Lassen County, California, United States of America	-121.0129380	41.0385063	-121.0124979	41.0388358			
Van Sickle Reservoir		way	90302079	natural	water	-121.2996536	41.1161117	16	0.35			Lassen County	California	United States of America	us	Van Sickle Reservoir, Lassen County, California, United States of America	-121.2998142	41.1160003	-121.2995093	41.1162366			
Clark Reservoir		way	90277664	natural	water	-121.3312700	41.1265810	16	0.35			Lassen County	California	United States of America	us	Clark Reservoir, Lassen County, California, United States of America	-121.3313838	41.1264256	-121.3311422	41.1267306			
Baldy Reservoir		way	90282818	natural	water	-121.3231328	41.1430213	16	0.35			Lassen County	California	United States of America	us	Baldy Reservoir, Lassen County, California, United States of America	-121.3232540	41.1428402	-121.3229840	41.1431427			
Lower Klamath Lake		way	86590757	natural	water	-121.7158524	41.9821600	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7162640	41.9819240	-121.7155125	41.9823370			
Porcupine Lake		way	90278010	natural	water	-121.6121200	41.4062411	16	0.35			Siskiyou County	California	United States of America	us	Porcupine Lake, Siskiyou County, California, United States of America	-121.6125521	41.4060416	-121.6118869	41.4063773			
Wet Weather Lake		way	90301832	natural	water	-121.4983346	41.2986118	16	0.35			Siskiyou County	California	United States of America	us	Wet Weather Lake, Siskiyou County, California, United States of America	-121.4984269	41.2985354	-121.4982517	41.2986725			
Russell Lake		way	86590710	natural	water	-121.8630856	41.7424089	16	0.35			Siskiyou County	California	United States of America	us	Russell Lake, Siskiyou County, California, United States of America	-121.8646335	41.7407372	-121.8614803	41.7441348			
Lower Klamath Lake		way	86591021	natural	water	-121.7266956	41.9725043	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7269765	41.9723451	-121.7264174	41.9726524			
Lower Klamath Lake		relation	1288119	natural	water	-121.7179154	41.9849023	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7183127	41.9837223	-121.7163338	41.9860619			
Lower Klamath Lake		relation	1288117	natural	water	-121.7227514	41.9774616	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7560223	41.9643888	-121.7213961	41.9905040			
Lake Miller		way	86629534	natural	water	-121.8552181	41.9915973	16	0.35			Siskiyou County	California	United States of America	us	Lake Miller, Siskiyou County, California, United States of America	-121.8678631	41.9828220	-121.8471273	42.0004643			
Sheepy Lake		way	86629174	natural	water	-121.7919674	41.9598617	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7921116	41.9596480	-121.7917881	41.9599388			
Sheepy Lake		relation	1288184	natural	water	-121.8242277	41.9908463	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.8265725	41.9797756	-121.8100621	42.0020370			
Indian Tom Lake		way	86628877	natural	water	-121.8775420	41.9906987	16	0.35			Siskiyou County	California	United States of America	us	Indian Tom Lake, Siskiyou County, California, United States of America	-121.8883644	41.9832321	-121.8683584	41.9981273			
Sheepy Lake		way	86628302	natural	water	-121.7917626	41.9930624	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7919240	41.9929033	-121.7915859	41.9931396			
White Deer Lake		way	90275458	natural	water	-121.7414933	41.3388172	16	0.35			Siskiyou County	California	United States of America	us	White Deer Lake, Siskiyou County, California, United States of America	-121.7440190	41.3350260	-121.7398750	41.3426330			
Lower Klamath Lake		relation	1288363	natural	water	-121.7141329	41.9896930	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7178429	41.9844769	-121.7120997	41.9948931			
Lower Klamath Lake		way	86583344	natural	water	-121.7278607	41.9892947	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7292372	41.9881879	-121.7263657	41.9903563			
Lower Klamath Lake		relation	1288362	natural	water	-121.7197295	41.9822327	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7775084	41.9641026	-121.7088721	42.0003922			
Sheepy Lake		relation	1288172	natural	water	-121.8056083	41.9795713	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.8258419	41.9570942	-121.7570535	42.0020370			
Deyarmie Lake		relation	1288815	natural	water	-121.8134561	41.7542363	16	0.35			Siskiyou County	California	United States of America	us	Deyarmie Lake, Siskiyou County, California, United States of America	-121.8184945	41.7508064	-121.8084236	41.7576393			
Rainbow Lake		relation	1328698	natural	water	-121.9381328	41.4558494	16	0.35			Siskiyou County	California	United States of America	us	Rainbow Lake, Siskiyou County, California, United States of America	-121.9389714	41.4555913	-121.9371906	41.4561513			
Sheepy Lake		way	86508025	natural	water	-121.8080083	41.9774748	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.8082132	41.9772088	-121.8078090	41.9777024			
Lower Klamath Lake		way	86521615	natural	water	-121.7247013	41.9868546	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7257248	41.9864729	-121.7240257	41.9872505			
Lower Klamath Lake		way	86522204	natural	water	-121.7227707	41.9828807	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7231286	41.9823179	-121.7224661	41.9833666			
Hemlock Lake		way	86524404	natural	water	-121.9270474	41.4788468	16	0.35			Siskiyou County	California	United States of America	us	Hemlock Lake, Siskiyou County, California, United States of America	-121.9276234	41.4783390	-121.9264632	41.4793788			
Frog Lake		way	86582934	natural	water	-121.9163275	41.4960835	16	0.35			Siskiyou County	California	United States of America	us	Frog Lake, Siskiyou County, California, United States of America	-121.9178724	41.4957148	-121.9159380	41.4965043			
Lower Klamath Lake		way	86583477	natural	water	-121.7340452	41.9897279	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7343705	41.9895198	-121.7337441	41.9899798			
Deyarmie Lake		way	86580895	natural	water	-121.8142871	41.7549926	16	0.35			Siskiyou County	California	United States of America	us	Deyarmie Lake, Siskiyou County, California, United States of America	-121.8145783	41.7548303	-121.8140062	41.7551745			
Antelope Creek Lakes		way	86580934	natural	water	-121.9820259	41.4708490	16	0.35			Siskiyou County	California	United States of America	us	Antelope Creek Lakes, Siskiyou County, California, United States of America	-121.9825207	41.4700553	-121.9812905	41.4716228			
Red Rock Lakes		way	86581115	natural	water	-121.8325176	41.8330441	16	0.35			Siskiyou County	California	United States of America	us	Red Rock Lakes, Siskiyou County, California, United States of America	-121.8352593	41.8299022	-121.8301816	41.8359662			
Sheepy Lake		way	86581186	natural	water	-121.7876008	41.9701399	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7888109	41.9691216	-121.7865875	41.9711940			
Sheepy Lake		way	86581259	natural	water	-121.7913130	41.9720395	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7927481	41.9715768	-121.7908894	41.9725056			
Lower Klamath Lake		way	86581523	natural	water	-121.7133920	41.9974484	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7155935	41.9951063	-121.7119217	41.9997314			
Lower Klamath Lake		way	86582958	natural	water	-121.7146963	41.9760813	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7147752	41.9758837	-121.7145132	41.9763005			
Sheepy Lake		way	86590623	natural	water	-121.7927854	41.9597513	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7930311	41.9595119	-121.7925232	41.9599896			
Lower Klamath Lake		way	86581268	natural	water	-121.7294102	41.9953670	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7328802	41.9947349	-121.7232371	41.9959907			
Red Rock Lakes		way	86585976	natural	water	-121.8235327	41.8236162	16	0.35			Siskiyou County	California	United States of America	us	Red Rock Lakes, Siskiyou County, California, United States of America	-121.8278016	41.8201049	-121.8198353	41.8272479			
Sheepy Lake		way	86586236	natural	water	-121.7872445	41.9633516	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7876674	41.9629490	-121.7869675	41.9637009			
Sheepy Lake		way	86586167	natural	water	-121.7914533	41.9844052	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7925171	41.9831125	-121.7909154	41.9856917			
Lower Klamath Lake		way	86586493	natural	water	-121.7143665	41.9969616	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7146894	41.9957271	-121.7132683	41.9978788			
Sheepy Lake		way	86586634	natural	water	-121.7721209	41.9846085	16	0.35			Siskiyou County	California	United States of America	us	Sheepy Lake, Siskiyou County, California, United States of America	-121.7722828	41.9843116	-121.7719304	41.9847507			
Beal Lake		way	86589973	natural	water	-121.8740132	41.9523931	16	0.35			Siskiyou County	California	United States of America	us	Beal Lake, Siskiyou County, California, United States of America	-121.8747491	41.9517744	-121.8732922	41.9530090			
Duck Lake		way	86590461	natural	water	-121.9924906	41.5176145	16	0.35			Siskiyou County	California	United States of America	us	Duck Lake, Siskiyou County, California, United States of America	-121.9934113	41.5171646	-121.9915490	41.5180996			
Lower Klamath Lake		way	86591947	natural	water	-121.7160275	41.9780669	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7180560	41.9758448	-121.7146302	41.9802995			
Orr Lake		way	86593351	natural	water	-121.9922056	41.6625902	16	0.35			Siskiyou County	California	United States of America	us	Orr Lake, Siskiyou County, California, United States of America	-121.9954487	41.6586848	-121.9889341	41.6665046			
Glaser Lakes		way	86628283	natural	water	-121.7535871	41.9275450	16	0.35			Siskiyou County	California	United States of America	us	Glaser Lakes, Siskiyou County, California, United States of America	-121.7584183	41.9259578	-121.7496062	41.9291201			
Lower Klamath Lake		way	86628377	natural	water	-121.7261304	41.9728405	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7262693	41.9727144	-121.7259672	41.9729553			
Lower Klamath Lake		way	86628673	natural	water	-121.7169068	41.9759783	16	0.35			Siskiyou County	California	United States of America	us	Lower Klamath Lake, Siskiyou County, California, United States of America	-121.7178563	41.9756133	-121.7160702	41.9763768			
Souza Lake		way	86634432	natural	water	-121.7976800	41.8536639	16	0.35			Siskiyou County	California	United States of America	us	Souza Lake, Siskiyou County, California, United States of America	-121.8010849	41.8516140	-121.7946477	41.8559457			
Toad Lake		way	90275869	natural	water	-121.7517960	41.4028321	16	0.35			Siskiyou County	California	United States of America	us	Toad Lake, Siskiyou County, California, United States of America	-121.7520522	41.4024342	-121.7514317	41.4031915			
Tamarack Lake		way	90276232	natural	water	-121.7929169	41.5451372	16	0.35			Siskiyou County	California	United States of America	us	Tamarack Lake, Siskiyou County, California, United States of America	-121.7932745	41.5449122	-121.7924266	41.5454172			
Bear Lake		way	90274767	natural	water	-121.7261178	41.2714933	16	0.35			Siskiyou County	California	United States of America	us	Bear Lake, Siskiyou County, California, United States of America	-121.7267222	41.2700199	-121.7254711	41.2728194			
Bonita Lake		relation	1287029	natural	water	-121.6684775	41.7540978	16	0.35			Siskiyou County	California	United States of America	us	Bonita Lake, Siskiyou County, California, United States of America	-121.6718126	41.7509414	-121.6648149	41.7569693			
Medicine Lake		way	27258503	natural	water	-121.5988803	41.5826456	16	0.35			Siskiyou County	California	United States of America	us	Medicine Lake, Siskiyou County, California, United States of America	-121.6128732	41.5763995	-121.5860451	41.5888338			
Tule Lake		way	14874158	natural	water	-121.5295767	41.9049643	16	0.35			Siskiyou County	California	United States of America	us	Tule Lake, Siskiyou County, California, United States of America	-121.5663001	41.8527397	-121.4928216	41.9582815			
Panhandle Lake		relation	1288828	natural	water	-121.6587722	41.7804071	16	0.35			Siskiyou County	California	United States of America	us	Panhandle Lake, Siskiyou County, California, United States of America	-121.6601312	41.7795243	-121.6572824	41.7813080			
Sheep Camp Lake		way	86506975	natural	water	-121.6572580	41.8106356	16	0.35			Siskiyou County	California	United States of America	us	Sheep Camp Lake, Siskiyou County, California, United States of America	-121.6584656	41.8082523	-121.6552869	41.8130349			
Panhandle Lake		way	86581207	natural	water	-121.6597786	41.7802416	16	0.35			Siskiyou County	California	United States of America	us	Panhandle Lake, Siskiyou County, California, United States of America	-121.6598968	41.7801700	-121.6596697	41.7803730			
Panhandle Lake		way	86632182	natural	water	-121.6595310	41.7807756	16	0.35			Siskiyou County	California	United States of America	us	Panhandle Lake, Siskiyou County, California, United States of America	-121.6597221	41.7806219	-121.6593409	41.7809294			
Little Medicine Lake		way	90275369	natural	water	-121.6124199	41.5882068	16	0.35			Siskiyou County	California	United States of America	us	Little Medicine Lake, Siskiyou County, California, United States of America	-121.6133519	41.5876088	-121.6114509	41.5887344			
Bullseye Lake		way	90275607	natural	water	-121.5751144	41.5551699	16	0.35			Siskiyou County	California	United States of America	us	Bullseye Lake, Siskiyou County, California, United States of America	-121.5760450	41.5543490	-121.5741887	41.5560894			
Blanche Lake		way	90277671	natural	water	-121.5707777	41.5566086	16	0.35			Siskiyou County	California	United States of America	us	Blanche Lake, Siskiyou County, California, United States of America	-121.5714772	41.5561226	-121.5701251	41.5571109			
Brownell Meadow		way	90283014	natural	water	-121.6056896	41.5769718	16	0.35			Siskiyou County	California	United States of America	us	Brownell Meadow, Siskiyou County, California, United States of America	-121.6061277	41.5767632	-121.6052062	41.5771912			
Barnum Flat Reservoir		relation	1328405	natural	water	-121.4718814	41.3226600	16	0.35			Siskiyou County	California	United States of America	us	Barnum Flat Reservoir, Siskiyou County, California, United States of America	-121.4851275	41.3133369	-121.4568965	41.3320345			
Wart on Tree Tank		way	86523588	natural	water	-121.0238466	41.5977749	16	0.35			Modoc County	California	United States of America	us	Wart on Tree Tank, Modoc County, California, United States of America	-121.0239981	41.5974250	-121.0236643	41.5980778			
Spaulding Reservoir		way	86525128	natural	water	-121.1305813	41.5176383	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1306397	41.5175917	-121.1305228	41.5176905			
Spaulding Reservoir		way	86526352	natural	water	-121.1304809	41.5186532	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1305537	41.5186119	-121.1304076	41.5186944			
Dry Lake		way	86593448	natural	water	-121.2938814	41.6830959	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2939781	41.6829851	-121.2938087	41.6831634			
Mud Lake		relation	1288341	natural	water	-121.1727586	41.4971909	16	0.35			Modoc County	California	United States of America	us	Mud Lake, Modoc County, California, United States of America	-121.1863304	41.4858302	-121.1595328	41.5085521			
Dry Lake		relation	1288820	natural	water	-121.2776990	41.6825461	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2982143	41.6744059	-121.2695497	41.6906900			
Dustys Waterhole		way	86319303	natural	water	-121.3289135	41.4678327	16	0.35			Modoc County	California	United States of America	us	Dustys Waterhole, Modoc County, California, United States of America	-121.3290758	41.4676988	-121.3287681	41.4679173			
Spaulding Reservoir		way	86631454	natural	water	-121.1322058	41.5184910	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1322757	41.5184325	-121.1321227	41.5185428			
Johnson Reservoir		way	86592908	natural	water	-121.2144584	41.9621571	16	0.35			Modoc County	California	United States of America	us	Johnson Reservoir, Modoc County, California, United States of America	-121.2149375	41.9615273	-121.2139822	41.9627633			
Lone Pine Lake		way	86528186	natural	water	-121.1203460	41.7292571	16	0.35			Modoc County	California	United States of America	us	Lone Pine Lake, Modoc County, California, United States of America	-121.1266935	41.7265174	-121.1108734	41.7320149			
Henski Reservoir		relation	1288340	natural	water	-121.1366537	41.5270033	16	0.35			Modoc County	California	United States of America	us	Henski Reservoir, Modoc County, California, United States of America	-121.1397120	41.5243608	-121.1320938	41.5296358			
Dry Lake		way	86520128	natural	water	-121.2969763	41.6900072	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2970510	41.6899329	-121.2969053	41.6900868			
Spaulding 3 Reservoir		relation	1288116	natural	water	-121.1269224	41.5105778	16	0.35			Modoc County	California	United States of America	us	Spaulding 3 Reservoir, Modoc County, California, United States of America	-121.1304071	41.5081551	-121.1241117	41.5130289			
Spaulding Reservoir		relation	1288162	natural	water	-121.1307462	41.5177608	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1364839	41.5125786	-121.1248105	41.5229505			
Hackamore Reservoir		way	86592137	natural	water	-121.1283185	41.5566402	16	0.35			Modoc County	California	United States of America	us	Hackamore Reservoir, Modoc County, California, United States of America	-121.1400353	41.5536290	-121.1251526	41.5596503			
Cummins Lake		relation	1288336	natural	water	-121.2455327	41.7057717	16	0.35			Modoc County	California	United States of America	us	Cummins Lake, Modoc County, California, United States of America	-121.2469827	41.7040749	-121.2438927	41.7074659			
Whitney Reservoir		way	86591501	natural	water	-121.1388350	41.5798588	16	0.35			Modoc County	California	United States of America	us	Whitney Reservoir, Modoc County, California, United States of America	-121.1423358	41.5721203	-121.1246660	41.5876467			
Cannon Tank		way	86631960	natural	water	-121.1567374	41.5410509	16	0.35			Modoc County	California	United States of America	us	Cannon Tank, Modoc County, California, United States of America	-121.1571043	41.5406494	-121.1565210	41.5414944			
Lava Lake		way	86313224	natural	water	-121.2912238	41.4569801	16	0.35			Modoc County	California	United States of America	us	Lava Lake, Modoc County, California, United States of America	-121.2913955	41.4568676	-121.2910447	41.4571420			
Dry Lake		way	86634458	natural	water	-121.2976857	41.6894546	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2977463	41.6893885	-121.2975782	41.6894816			
Pinnacle Lake		way	86586111	natural	water	-121.0493543	41.7655112	16	0.35			Modoc County	California	United States of America	us	Pinnacle Lake, Modoc County, California, United States of America	-121.0550869	41.7593379	-121.0435037	41.7717083			
Stovepipe Flat		way	86319326	natural	water	-121.0085609	41.5780993	16	0.35			Modoc County	California	United States of America	us	Stovepipe Flat, Modoc County, California, United States of America	-121.0090927	41.5776261	-121.0082759	41.5785798			
Stovepipe Flat		way	86316380	natural	water	-121.0043193	41.5799314	16	0.35			Modoc County	California	United States of America	us	Stovepipe Flat, Modoc County, California, United States of America	-121.0094090	41.5766269	-121.0009942	41.5831807			
Double Head Lake		relation	1288764	natural	water	-121.1386695	41.7512570	16	0.35			Modoc County	California	United States of America	us	Double Head Lake, Modoc County, California, United States of America	-121.1426349	41.7473791	-121.1332568	41.7550556			
Hollenbeck Flat		way	86302851	natural	water	-121.2879014	41.4799112	16	0.35			Modoc County	California	United States of America	us	Hollenbeck Flat, Modoc County, California, United States of America	-121.2881903	41.4796258	-121.2875842	41.4801558			
Hog Lake		way	86313303	natural	water	-121.0261023	41.5500432	16	0.35			Modoc County	California	United States of America	us	Hog Lake, Modoc County, California, United States of America	-121.0311196	41.5448987	-121.0247672	41.5552046			
Dalton Reservoir		way	86507693	natural	water	-121.0318138	41.7303407	16	0.35			Modoc County	California	United States of America	us	Dalton Reservoir, Modoc County, California, United States of America	-121.0327431	41.7272148	-121.0292256	41.7333396			
Red Lake		way	86507511	natural	water	-121.0750247	41.7950871	16	0.35			Modoc County	California	United States of America	us	Red Lake, Modoc County, California, United States of America	-121.0797342	41.7912396	-121.0697284	41.7989559			
Dry Lake		way	86520049	natural	water	-121.2973911	41.6894877	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2974897	41.6894335	-121.2972846	41.6895158			
Dry Lake		way	86521903	natural	water	-121.2946003	41.6865463	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2946802	41.6864855	-121.2945112	41.6866005			
Rimrock Lake		way	86521725	natural	water	-121.1999833	41.7075463	16	0.35			Modoc County	California	United States of America	us	Rimrock Lake, Modoc County, California, United States of America	-121.2010849	41.7052078	-121.1985860	41.7099003			
Dry Lake		way	86522769	natural	water	-121.2968259	41.6896626	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2969565	41.6896251	-121.2967294	41.6897396			
Cummins Lake		way	86522654	natural	water	-121.2456986	41.7069231	16	0.35			Modoc County	California	United States of America	us	Cummins Lake, Modoc County, California, United States of America	-121.2458435	41.7066102	-121.2455566	41.7071860			
Dry Lake		way	86581597	natural	water	-121.2904828	41.6844269	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2906093	41.6843891	-121.2903538	41.6845041			
Spaulding Reservoir		way	86586249	natural	water	-121.1318200	41.5213386	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1318880	41.5212816	-121.1317491	41.5213966			
Spaulding Reservoir		way	86586662	natural	water	-121.1304762	41.5200641	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1305351	41.5200173	-121.1304143	41.5200991			
Spaulding Reservoir		way	86590094	natural	water	-121.1344911	41.5193389	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1345399	41.5192733	-121.1344290	41.5194376			
Henski Reservoir		way	86590180	natural	water	-121.1375132	41.5285331	16	0.35			Modoc County	California	United States of America	us	Henski Reservoir, Modoc County, California, United States of America	-121.1376136	41.5284565	-121.1374247	41.5286167			
Spaulding Reservoir		way	86590192	natural	water	-121.1321217	41.5196973	16	0.35			Modoc County	California	United States of America	us	Spaulding Reservoir, Modoc County, California, United States of America	-121.1321941	41.5196344	-121.1320482	41.5197549			
Dry Lake		way	86591185	natural	water	-121.2934457	41.6838289	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2935088	41.6837452	-121.2933762	41.6839045			
Dry Lake		way	86592081	natural	water	-121.2877176	41.6825906	16	0.35			Modoc County	California	United States of America	us	Dry Lake, Modoc County, California, United States of America	-121.2878577	41.6825163	-121.2876243	41.6826816			
Harvey Lake		way	86632820	natural	water	-121.2529552	41.7700066	16	0.35			Modoc County	California	United States of America	us	Harvey Lake, Modoc County, California, United States of America	-121.2531538	41.7699265	-121.2527439	41.7701161			
