name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
44N90 Road		way	7926434	highway	residential	-120.9504621	41.6274372	22	0.2	44N90 Road		Modoc County	California	United States of America	us	44N90 Road, Modoc County, California, United States of America	-120.9575011	41.6205630	-120.9468191	41.6319909			
44N40 Road		way	7929082	highway	residential	-120.9709578	41.6677779	22	0.2	44N40 Road		Modoc County	California	United States of America	us	44N40 Road, Modoc County, California, United States of America	-120.9811191	41.6582900	-120.9589301	41.6742520			
Steele Swamp Road		way	7925428	highway	residential	-120.9711771	41.8762058	22	0.2	Steele Swamp Road		Modoc County	California	United States of America	us	Steele Swamp Road, Modoc County, California, United States of America	-120.9969770	41.8414190	-120.9457661	41.9058330			
49N10A		way	7929732	highway	residential	-120.9961269	41.7332594	22	0.2	49N10A		Modoc County	California	United States of America	us	49N10A, Modoc County, California, United States of America	-121.0271020	41.7284489	-120.9632561	41.7394209			
Mission Road		way	7926579	highway	residential	-120.6997456	41.4206860	22	0.2	Mission Road		Modoc County	California	United States of America	us	Mission Road, Modoc County, California, United States of America	-120.7211580	41.4185960	-120.6787411	41.4207710			
Cordova Road		way	7926843	highway	residential	-120.6910707	41.4145137	22	0.2	Cordova Road		Modoc County	California	United States of America	us	Cordova Road, Modoc County, California, United States of America	-120.6958651	41.4130050	-120.6866130	41.4146250			
West 4th Street		way	7932246	highway	residential	-120.5640078	41.4873137	22	0.2	West 4th Street		Modoc County	California	United States of America	us	West 4th Street, Modoc County, California, United States of America	-120.5852070	41.4872909	-120.5424810	41.4893910			
Monterey Road		way	7931363	highway	residential	-120.7140891	41.4161846	22	0.2	Monterey Road		Modoc County	California	United States of America	us	Monterey Road, Modoc County, California, United States of America	-120.7174910	41.4161810	-120.7106870	41.4161980			
Veracruz Road		way	7931584	highway	residential	-120.7107961	41.4173038	22	0.2	Veracruz Road		Modoc County	California	United States of America	us	Veracruz Road, Modoc County, California, United States of America	-120.7111951	41.4138250	-120.7098960	41.4214160			
U Road		way	7932050	highway	residential	-120.6979338	41.4227077	22	0.2	U Road		Modoc County	California	United States of America	us	U Road, Modoc County, California, United States of America	-120.6979651	41.4215130	-120.6976030	41.4238570			
Camino Road		way	7929602	highway	residential	-120.6950135	41.4182120	22	0.2	Camino Road		Modoc County	California	United States of America	us	Camino Road, Modoc County, California, United States of America	-120.6950530	41.4157100	-120.6949741	41.4207140			
Sierra Road		way	7926769	highway	residential	-120.7195685	41.4210210	22	0.2	Sierra Road		Modoc County	California	United States of America	us	Sierra Road, Modoc County, California, United States of America	-120.7195850	41.4206090	-120.7195521	41.4214330			
Dana Road		way	7926603	highway	residential	-120.6963482	41.4151913	22	0.2	Dana Road		Modoc County	California	United States of America	us	Dana Road, Modoc County, California, United States of America	-120.7099420	41.4144459	-120.6832760	41.4185960			
Drake Road		way	7927406	highway	residential	-120.6872023	41.4128393	22	0.2	Drake Road		Modoc County	California	United States of America	us	Drake Road, Modoc County, California, United States of America	-120.6988520	41.4114670	-120.6747090	41.4161159			
Hacienda Road		way	7927710	highway	residential	-120.7008411	41.4170715	22	0.2	Hacienda Road		Modoc County	California	United States of America	us	Hacienda Road, Modoc County, California, United States of America	-120.7008540	41.4149410	-120.7008281	41.4192020			
County Road 179		way	7925691	highway	residential	-120.6913850	41.4633651	22	0.2	County Road 179		Modoc County	California	United States of America	us	County Road 179, Modoc County, California, United States of America	-120.6977361	41.4557499	-120.6780950	41.4636879			
County Road 67		way	7929282	highway	residential	-120.7888759	41.4774106	22	0.2	County Road 67		Modoc County	California	United States of America	us	County Road 67, Modoc County, California, United States of America	-120.7929821	41.4650150	-120.7887300	41.4870900			
County Road 205		way	7930299	highway	residential	-120.8071694	41.4737674	22	0.2	County Road 205		Modoc County	California	United States of America	us	County Road 205, Modoc County, California, United States of America	-120.8116970	41.4697190	-120.8033941	41.4766759			
48N06 Road		way	7930204	highway	residential	-120.7277472	41.9537024	22	0.2	48N06 Road		Modoc County	California	United States of America	us	48N06 Road, Modoc County, California, United States of America	-120.7330640	41.9505560	-120.7226990	41.9540859			
Bayley Reservoir Road		way	7930041	highway	residential	-120.6359778	41.3052618	22	0.2	Bayley Reservoir Road		Modoc County	California	United States of America	us	Bayley Reservoir Road, Modoc County, California, United States of America	-120.6445150	41.2629800	-120.6242250	41.3395430			
Wesley Circle		way	7925196	highway	residential	-120.6720242	41.4048242	22	0.2	Wesley Circle		Modoc County	California	United States of America	us	Wesley Circle, Modoc County, California, United States of America	-120.6720260	41.4041120	-120.6720040	41.4055360			
Highlands Road		way	7925334	highway	residential	-120.6769640	41.4029026	22	0.2	Highlands Road		Modoc County	California	United States of America	us	Highlands Road, Modoc County, California, United States of America	-120.6794790	41.4028859	-120.6744490	41.4029119			
King Drive		way	7925408	highway	residential	-120.6678330	41.4049602	22	0.2	King Drive		Modoc County	California	United States of America	us	King Drive, Modoc County, California, United States of America	-120.6693950	41.4049600	-120.6663871	41.4054510			
Glen View Lane		way	7925437	highway	residential	-120.6814029	41.4115819	22	0.2	Glen View Lane		Modoc County	California	United States of America	us	Glen View Lane, Modoc County, California, United States of America	-120.6832320	41.4107770	-120.6790541	41.4116370			
Honey View Drive		way	7925544	highway	residential	-120.6811029	41.4052206	22	0.2	Honey View Drive		Modoc County	California	United States of America	us	Honey View Drive, Modoc County, California, United States of America	-120.6821660	41.4034790	-120.6810841	41.4072640			
Carmel Road		way	7925551	highway	residential	-120.6870029	41.4152415	22	0.2	Carmel Road		Modoc County	California	United States of America	us	Carmel Road, Modoc County, California, United States of America	-120.6897020	41.4135839	-120.6845600	41.4159549			
Applegate Trail		way	7925703	highway	residential	-120.6683610	41.4084220	22	0.2	Applegate Trail		Modoc County	California	United States of America	us	Applegate Trail, Modoc County, California, United States of America	-120.6719071	41.4040260	-120.6650540	41.4115780			
Windsor Drive		way	7925964	highway	residential	-120.6793430	41.4008065	22	0.2	Windsor Drive		Modoc County	California	United States of America	us	Windsor Drive, Modoc County, California, United States of America	-120.6803361	41.4004809	-120.6781000	41.4015420			
Fort Ross Road		way	7928825	highway	residential	-120.6759338	41.4177543	22	0.2	Fort Ross Road		Modoc County	California	United States of America	us	Fort Ross Road, Modoc County, California, United States of America	-120.6761400	41.4160410	-120.6757080	41.4194570			
Denver Drive		way	7928845	highway	residential	-120.6755335	41.4012854	22	0.2	Denver Drive		Modoc County	California	United States of America	us	Denver Drive, Modoc County, California, United States of America	-120.6761191	41.4002689	-120.6745430	41.4016960			
Black Pine Drive		way	7928817	highway	residential	-120.6744442	41.4055360	22	0.2	Black Pine Drive		Modoc County	California	United States of America	us	Black Pine Drive, Modoc County, California, United States of America	-120.6793360	41.4055280	-120.6695521	41.4055660			
Big Sky		way	7928923	highway	residential	-120.6893677	41.4099861	22	0.2	Big Sky		Modoc County	California	United States of America	us	Big Sky, Modoc County, California, United States of America	-120.6911351	41.4096410	-120.6878441	41.4102329			
Rush View Road		way	7928964	highway	residential	-120.6857298	41.4087082	22	0.2	Rush View Road		Modoc County	California	United States of America	us	Rush View Road, Modoc County, California, United States of America	-120.6862451	41.4075090	-120.6852991	41.4099589			
Starpine Road		way	7928675	highway	residential	-120.6745116	41.4075096	22	0.2	Starpine Road		Modoc County	California	United States of America	us	Starpine Road, Modoc County, California, United States of America	-120.6793380	41.4074840	-120.6696850	41.4075240			
Sonoma Road		way	7929056	highway	residential	-120.6849843	41.4158582	22	0.2	Sonoma Road		Modoc County	California	United States of America	us	Sonoma Road, Modoc County, California, United States of America	-120.6875141	41.4141640	-120.6824491	41.4175610			
Sonora Road		way	7929133	highway	residential	-120.6915367	41.4131729	22	0.2	Sonora Road		Modoc County	California	United States of America	us	Sonora Road, Modoc County, California, United States of America	-120.6925520	41.4119200	-120.6905350	41.4144150			
Vaquero Road		way	7929226	highway	residential	-120.6911401	41.4185034	22	0.2	Vaquero Road		Modoc County	California	United States of America	us	Vaquero Road, Modoc County, California, United States of America	-120.6911641	41.4162479	-120.6911130	41.4207589			
Shasta Road		way	7930794	highway	residential	-120.6794663	41.4165586	22	0.2	Shasta Road		Modoc County	California	United States of America	us	Shasta Road, Modoc County, California, United States of America	-120.6840540	41.4152350	-120.6748561	41.4177040			
Jackson View Circle		way	7930676	highway	residential	-120.6847916	41.4083014	22	0.2	Jackson View Circle		Modoc County	California	United States of America	us	Jackson View Circle, Modoc County, California, United States of America	-120.6859601	41.4083010	-120.6843360	41.4091490			
Canon Road		way	7931199	highway	residential	-120.6698465	41.4122510	22	0.2	Canon Road		Modoc County	California	United States of America	us	Canon Road, Modoc County, California, United States of America	-120.6736520	41.4112239	-120.6663780	41.4128860			
Hunter Drive		way	7931370	highway	residential	-120.6759466	41.4086505	22	0.2	Hunter Drive		Modoc County	California	United States of America	us	Hunter Drive, Modoc County, California, United States of America	-120.6759840	41.4028989	-120.6719071	41.4117640			
Pecos Road		way	7931512	highway	residential	-120.6892100	41.4188630	22	0.2	Pecos Road		Modoc County	California	United States of America	us	Pecos Road, Modoc County, California, United States of America	-120.6892270	41.4169850	-120.6891931	41.4207410			
Swail Drive		way	7931587	highway	residential	-120.6774827	41.4015616	22	0.2	Swail Drive		Modoc County	California	United States of America	us	Swail Drive, Modoc County, California, United States of America	-120.6777591	41.4009849	-120.6772421	41.4021620			
Coyote Drive		way	7931646	highway	residential	-120.6739125	41.4094124	22	0.2	Coyote Drive		Modoc County	California	United States of America	us	Coyote Drive, Modoc County, California, United States of America	-120.6747971	41.4075110	-120.6722101	41.4106229			
Summer Circle		way	7931799	highway	residential	-120.6782134	41.4015209	22	0.2	Summer Circle		Modoc County	California	United States of America	us	Summer Circle, Modoc County, California, United States of America	-120.6783821	41.4009879	-120.6778211	41.4019639			
Cooke Drive		way	7931879	highway	residential	-120.6762673	41.4002978	22	0.2	Cooke Drive		Modoc County	California	United States of America	us	Cooke Drive, Modoc County, California, United States of America	-120.6773340	41.4000689	-120.6752040	41.4005109			
Evans Circle		way	7931885	highway	residential	-120.6746635	41.4048260	22	0.2	Evans Circle		Modoc County	California	United States of America	us	Evans Circle, Modoc County, California, United States of America	-120.6746640	41.4041160	-120.6746630	41.4055360			
Opal Circle		way	7931943	highway	residential	-120.6752520	41.3998550	22	0.2	Opal Circle		Modoc County	California	United States of America	us	Opal Circle, Modoc County, California, United States of America	-120.6753001	41.3996410	-120.6752040	41.4000689			
Lea View Circle		way	7932123	highway	residential	-120.6810855	41.4085920	22	0.2	Lea View Circle		Modoc County	California	United States of America	us	Lea View Circle, Modoc County, California, United States of America	-120.6810900	41.4081339	-120.6810811	41.4090500			
Mountain View Drive		way	7932148	highway	residential	-120.6801014	41.4048363	22	0.2	Mountain View Drive		Modoc County	California	United States of America	us	Mountain View Drive, Modoc County, California, United States of America	-120.6814910	41.4027760	-120.6799761	41.4072820			
Alpine Circle		way	7925995	highway	residential	-120.6771633	41.4100412	22	0.2	Alpine Circle		Modoc County	California	United States of America	us	Alpine Circle, Modoc County, California, United States of America	-120.6772960	41.4086109	-120.6760501	41.4109750			
Bobcat Drive		way	7927312	highway	residential	-120.6727263	41.4090696	22	0.2	Bobcat Drive		Modoc County	California	United States of America	us	Bobcat Drive, Modoc County, California, United States of America	-120.6735700	41.4075050	-120.6715430	41.4104980			
Warner View Road		way	7930064	highway	residential	-120.6887780	41.4083000	22	0.2	Warner View Road		Modoc County	California	United States of America	us	Warner View Road, Modoc County, California, United States of America	-120.6892801	41.4074940	-120.6883070	41.4090870			
County Road 223		way	7931025	highway	residential	-120.6836754	41.4282950	22	0.2	County Road 223		Modoc County	California	United States of America	us	County Road 223, Modoc County, California, United States of America	-120.6901861	41.4215580	-120.6835950	41.4289429			
Krueger Road		way	7931561	highway	residential	-120.6716025	41.4168030	22	0.2	Krueger Road		Modoc County	California	United States of America	us	Krueger Road, Modoc County, California, United States of America	-120.6718160	41.4164049	-120.6713891	41.4172010			
Viceroy Road		way	7924636	highway	residential	-120.6502390	41.4228155	22	0.2	Viceroy Road		Modoc County	California	United States of America	us	Viceroy Road, Modoc County, California, United States of America	-120.6506770	41.4211390	-120.6497901	41.4244950			
Grande Road		way	7926866	highway	residential	-120.6559417	41.4095156	22	0.2	Grande Road		Modoc County	California	United States of America	us	Grande Road, Modoc County, California, United States of America	-120.6751110	41.4095149	-120.6450360	41.4249690			
Santa Cruz Road		way	7927003	highway	residential	-120.6542689	41.4173092	22	0.2	Santa Cruz Road		Modoc County	California	United States of America	us	Santa Cruz Road, Modoc County, California, United States of America	-120.6597141	41.4137900	-120.6492520	41.4196529			
Juanita Road		way	7928479	highway	residential	-120.6543050	41.4120158	22	0.2	Juanita Road		Modoc County	California	United States of America	us	Juanita Road, Modoc County, California, United States of America	-120.6550170	41.4095190	-120.6533301	41.4137060			
Las Plumas Road		way	7925897	highway	residential	-120.6597148	41.4196125	22	0.2	Las Plumas Road		Modoc County	California	United States of America	us	Las Plumas Road, Modoc County, California, United States of America	-120.6597730	41.4140100	-120.6596421	41.4252140			
Spring Road		way	7926202	highway	residential	-120.6592538	41.4071781	22	0.2	Spring Road		Modoc County	California	United States of America	us	Spring Road, Modoc County, California, United States of America	-120.6647891	41.4071119	-120.6537190	41.4071890			
Peralta Road		way	7929100	highway	residential	-120.6604953	41.4214093	22	0.2	Peralta Road		Modoc County	California	United States of America	us	Peralta Road, Modoc County, California, United States of America	-120.6612961	41.4213809	-120.6597040	41.4214659			
La Brea Road		way	7929521	highway	residential	-120.6593474	41.4244688	22	0.2	La Brea Road		Modoc County	California	United States of America	us	La Brea Road, Modoc County, California, United States of America	-120.6633260	41.4231400	-120.6561601	41.4244739			
Plaza Road		way	7929615	highway	residential	-120.6930675	41.4181625	22	0.2	Plaza Road		Modoc County	California	United States of America	us	Plaza Road, Modoc County, California, United States of America	-120.6930980	41.4155849	-120.6930370	41.4207400			
Wilderness Drive		way	7929596	highway	residential	-120.6808809	41.4081582	22	0.2	Wilderness Drive		Modoc County	California	United States of America	us	Wilderness Drive, Modoc County, California, United States of America	-120.6832831	41.4077769	-120.6799301	41.4099579			
County Road 72		way	7929472	highway	residential	-120.6833914	41.3858720	22	0.2	County Road 72		Modoc County	California	United States of America	us	County Road 72, Modoc County, California, United States of America	-120.6842270	41.3781919	-120.6791111	41.3963040			
Canby Road		way	7929969	highway	residential	-120.6699415	41.4085200	22	0.2	Canby Road		Modoc County	California	United States of America	us	Canby Road, Modoc County, California, United States of America	-120.6701541	41.4085130	-120.6697290	41.4085270			
Lake View Drive		way	7929913	highway	residential	-120.6836973	41.4070826	22	0.2	Lake View Drive		Modoc County	California	United States of America	us	Lake View Drive, Modoc County, California, United States of America	-120.6893371	41.4019789	-120.6800120	41.4075169			
Beaver Drive		way	7930075	highway	residential	-120.6763890	41.3998480	22	0.2	Beaver Drive		Modoc County	California	United States of America	us	Beaver Drive, Modoc County, California, United States of America	-120.6774780	41.3996410	-120.6753001	41.4000550			
Greene Way		way	7930077	highway	residential	-120.6662606	41.4170770	22	0.2	Greene Way		Modoc County	California	United States of America	us	Greene Way, Modoc County, California, United States of America	-120.6662660	41.4166029	-120.6662551	41.4175510			
Wolf Drive		way	7930512	highway	residential	-120.6682842	41.4059592	22	0.2	Wolf Drive		Modoc County	California	United States of America	us	Wolf Drive, Modoc County, California, United States of America	-120.6694950	41.4059590	-120.6671440	41.4062619			
Sage View Circle		way	7930513	highway	residential	-120.6801663	41.4120027	22	0.2	Sage View Circle		Modoc County	California	United States of America	us	Sage View Circle, Modoc County, California, United States of America	-120.6807590	41.4115910	-120.6795930	41.4124410			
Archer Drive		way	7930592	highway	residential	-120.6766107	41.4097060	22	0.2	Archer Drive		Modoc County	California	United States of America	us	Archer Drive, Modoc County, California, United States of America	-120.6772841	41.4095220	-120.6759600	41.4098039			
Fiesta Road		way	7931090	highway	residential	-120.6598163	41.4120070	22	0.2	Fiesta Road		Modoc County	California	United States of America	us	Fiesta Road, Modoc County, California, United States of America	-120.6598240	41.4117269	-120.6596310	41.4122739			
Yellow Pine Drive		way	7924640	highway	residential	-120.6785737	41.4094964	22	0.2	Yellow Pine Drive		Modoc County	California	United States of America	us	Yellow Pine Drive, Modoc County, California, United States of America	-120.6785910	41.4039769	-120.6753970	41.4134160			
Cook Drive		way	7925753	highway	residential	-120.6749095	41.4000116	22	0.2	Cook Drive		Modoc County	California	United States of America	us	Cook Drive, Modoc County, California, United States of America	-120.6752040	41.3999949	-120.6746160	41.4000689			
Sage Circle		way	7926654	highway	residential	-120.6778545	41.4065450	22	0.2	Sage Circle		Modoc County	California	United States of America	us	Sage Circle, Modoc County, California, United States of America	-120.6785600	41.4065410	-120.6771490	41.4065490			
Lassen Drive		way	7926652	highway	residential	-120.6745058	41.3985637	22	0.2	Lassen Drive		Modoc County	California	United States of America	us	Lassen Drive, Modoc County, California, United States of America	-120.6746630	41.3980160	-120.6745010	41.3992000			
Ridge View Drive		way	7926795	highway	residential	-120.6817575	41.4071381	22	0.2	Ridge View Drive		Modoc County	California	United States of America	us	Ridge View Drive, Modoc County, California, United States of America	-120.6833961	41.4067610	-120.6801100	41.4073569			
Douglas Drive		way	7926947	highway	residential	-120.6743286	41.4100535	22	0.2	Douglas Drive		Modoc County	California	United States of America	us	Douglas Drive, Modoc County, California, United States of America	-120.6749220	41.4096110	-120.6737351	41.4104960			
Felipe Road		way	7927680	highway	residential	-120.6603661	41.4224235	22	0.2	Felipe Road		Modoc County	California	United States of America	us	Felipe Road, Modoc County, California, United States of America	-120.6610671	41.4224080	-120.6596650	41.4224390			
Wayside Drive		way	7927684	highway	residential	-120.6738505	41.4127018	22	0.2	Wayside Drive		Modoc County	California	United States of America	us	Wayside Drive, Modoc County, California, United States of America	-120.6748541	41.4119370	-120.6733660	41.4138340			
Rye Grass Road		way	7927886	highway	residential	-120.6711537	41.3724228	22	0.2	Rye Grass Road		Modoc County	California	United States of America	us	Rye Grass Road, Modoc County, California, United States of America	-120.6722280	41.3703490	-120.6711500	41.3739460			
Shane Circle		way	7927946	highway	residential	-120.6707205	41.4048200	22	0.2	Shane Circle		Modoc County	California	United States of America	us	Shane Circle, Modoc County, California, United States of America	-120.6707240	41.4041120	-120.6707170	41.4055280			
Cedar View Circle		way	7928290	highway	residential	-120.6821881	41.4083519	22	0.2	Cedar View Circle		Modoc County	California	United States of America	us	Cedar View Circle, Modoc County, California, United States of America	-120.6822010	41.4079080	-120.6821751	41.4087959			
Shake Road		way	7928461	highway	residential	-120.6693995	41.4134915	22	0.2	Shake Road		Modoc County	California	United States of America	us	Shake Road, Modoc County, California, United States of America	-120.6695160	41.4132020	-120.6692830	41.4137810			
Conestoga Drive		way	7928473	highway	residential	-120.6727686	41.4065160	22	0.2	Conestoga Drive		Modoc County	California	United States of America	us	Conestoga Drive, Modoc County, California, United States of America	-120.6759351	41.4064990	-120.6696020	41.4065330			
Olivera Road		way	7928480	highway	residential	-120.6778646	41.4188189	22	0.2	Olivera Road		Modoc County	California	United States of America	us	Olivera Road, Modoc County, California, United States of America	-120.6779641	41.4170239	-120.6761400	41.4194679			
Graven Reservoir Road		way	7925101	highway	residential	-120.6568491	41.2961948	22	0.2	Graven Reservoir Road		Modoc County	California	United States of America	us	Graven Reservoir Road, Modoc County, California, United States of America	-120.6756641	41.2857479	-120.6445150	41.3137499			
El Monte Road		way	7925392	highway	residential	-120.6305285	41.4207371	22	0.2	El Monte Road		Modoc County	California	United States of America	us	El Monte Road, Modoc County, California, United States of America	-120.6324130	41.4204670	-120.6286250	41.4207700			
San Lucas Road		way	7926536	highway	residential	-120.6432184	41.4184047	22	0.2	San Lucas Road		Modoc County	California	United States of America	us	San Lucas Road, Modoc County, California, United States of America	-120.6464511	41.4138439	-120.6431420	41.4239620			
Rawhide Road		way	7927317	highway	residential	-120.6165702	41.4539480	22	0.2	Rawhide Road		Modoc County	California	United States of America	us	Rawhide Road, Modoc County, California, United States of America	-120.6205200	41.4539079	-120.6126200	41.4540020			
Masson Road		way	7928662	highway	residential	-120.6297343	41.4110671	22	0.2	Masson Road		Modoc County	California	United States of America	us	Masson Road, Modoc County, California, United States of America	-120.6316030	41.4107829	-120.6278770	41.4113730			
Tierra Road		way	7912043	highway	residential	-120.6522101	41.4234934	22	0.2	Tierra Road		Modoc County	California	United States of America	us	Tierra Road, Modoc County, California, United States of America	-120.6524671	41.4224749	-120.6519530	41.4245119			
Pit River Road		way	7912015	highway	residential	-120.6175046	41.4439248	22	0.2	Pit River Road		Modoc County	California	United States of America	us	Pit River Road, Modoc County, California, United States of America	-120.6184531	41.4304580	-120.6163991	41.4574960			
Chaparral Road		way	7912046	highway	residential	-120.6471159	41.4143147	22	0.2	Chaparral Road		Modoc County	California	United States of America	us	Chaparral Road, Modoc County, California, United States of America	-120.6538920	41.4133760	-120.6401640	41.4206520			
County Road 262		way	7912041	highway	residential	-120.5938975	41.4105962	22	0.2	County Road 262		Modoc County	California	United States of America	us	County Road 262, Modoc County, California, United States of America	-120.5949541	41.4105959	-120.5877600	41.4150890			
Amigo Road		way	7924874	highway	residential	-120.6314877	41.4102514	22	0.2	Amigo Road		Modoc County	California	United States of America	us	Amigo Road, Modoc County, California, United States of America	-120.6333330	41.4076830	-120.6262751	41.4171069			
Bueno Road		way	7924906	highway	residential	-120.6369354	41.4062971	22	0.2	Bueno Road		Modoc County	California	United States of America	us	Bueno Road, Modoc County, California, United States of America	-120.6369390	41.4047800	-120.6368350	41.4078049			
Delano Road		way	7925181	highway	residential	-120.6316562	41.4175649	22	0.2	Delano Road		Modoc County	California	United States of America	us	Delano Road, Modoc County, California, United States of America	-120.6325031	41.4110369	-120.6299411	41.4241800			
Buck Lane		way	7928764	highway	residential	-120.6014898	41.4555873	22	0.2	Buck Lane		Modoc County	California	United States of America	us	Buck Lane, Modoc County, California, United States of America	-120.6031201	41.4539440	-120.5994950	41.4564030			
Calaveras Road		way	7928701	highway	residential	-120.6396074	41.4193759	22	0.2	Calaveras Road		Modoc County	California	United States of America	us	Calaveras Road, Modoc County, California, United States of America	-120.6450360	41.4188599	-120.6342001	41.4201770			
Sourdough Road		way	7929130	highway	residential	-120.6169306	41.4521658	22	0.2	Sourdough Road		Modoc County	California	United States of America	us	Sourdough Road, Modoc County, California, United States of America	-120.6206290	41.4521269	-120.6132321	41.4522060			
Cedros Road		way	7929164	highway	residential	-120.6349621	41.4243004	22	0.2	Cedros Road		Modoc County	California	United States of America	us	Cedros Road, Modoc County, California, United States of America	-120.6374110	41.4240829	-120.6325031	41.4243380			
De Cuero Road		way	7929068	highway	residential	-120.6541611	41.4233482	22	0.2	De Cuero Road		Modoc County	California	United States of America	us	De Cuero Road, Modoc County, California, United States of America	-120.6544361	41.4222190	-120.6539410	41.4244610			
County Road 62		way	7929182	highway	residential	-120.5998821	41.3660520	22	0.2	County Road 62		Modoc County	California	United States of America	us	County Road 62, Modoc County, California, United States of America	-120.6021830	41.3598640	-120.5929551	41.3690270			
Laguna Road		way	7929432	highway	residential	-120.6383837	41.4239368	22	0.2	Laguna Road		Modoc County	California	United States of America	us	Laguna Road, Modoc County, California, United States of America	-120.6387891	41.4239350	-120.6374110	41.4247510			
Sequoia Road		way	7929504	highway	residential	-120.6477641	41.4168166	22	0.2	Sequoia Road		Modoc County	California	United States of America	us	Sequoia Road, Modoc County, California, United States of America	-120.6489330	41.4159549	-120.6465951	41.4176780			
Palo Alto Road		way	7929974	highway	residential	-120.6536877	41.4148874	22	0.2	Palo Alto Road		Modoc County	California	United States of America	us	Palo Alto Road, Modoc County, California, United States of America	-120.6597470	41.4104460	-120.6497510	41.4182960			
Fresno Road		way	7930155	highway	residential	-120.6369132	41.4047797	22	0.2	Fresno Road		Modoc County	California	United States of America	us	Fresno Road, Modoc County, California, United States of America	-120.6389060	41.4047529	-120.6348700	41.4049470			
Arcadia Road		way	7930635	highway	residential	-120.6579907	41.4117167	22	0.2	Arcadia Road		Modoc County	California	United States of America	us	Arcadia Road, Modoc County, California, United States of America	-120.6610830	41.4095169	-120.6568590	41.4117269			
Pumise Road		way	7930952	highway	residential	-120.6482736	41.4046451	22	0.2	Pumise Road		Modoc County	California	United States of America	us	Pumise Road, Modoc County, California, United States of America	-120.6551620	41.3996260	-120.6445230	41.4050259			
Shot Gun Ridge		way	7931191	highway	residential	-120.6169850	41.4466582	22	0.2	Shot Gun Ridge		Modoc County	California	United States of America	us	Shot Gun Ridge, Modoc County, California, United States of America	-120.6208870	41.4465800	-120.6130820	41.4467730			
Valencia Road		way	7931769	highway	residential	-120.6347388	41.4115662	22	0.2	Valencia Road		Modoc County	California	United States of America	us	Valencia Road, Modoc County, California, United States of America	-120.6374900	41.4112520	-120.6319431	41.4119810			
Saddle Up Lane		way	7925495	highway	residential	-120.6171580	41.4449851	22	0.2	Saddle Up Lane		Modoc County	California	United States of America	us	Saddle Up Lane, Modoc County, California, United States of America	-120.6210940	41.4449840	-120.6132220	41.4450059			
Rafael Road		way	7925648	highway	residential	-120.6286491	41.4177884	22	0.2	Rafael Road		Modoc County	California	United States of America	us	Rafael Road, Modoc County, California, United States of America	-120.6297340	41.4177730	-120.6275640	41.4177900			
Sierra Vista Road		way	7926851	highway	residential	-120.6469376	41.4243119	22	0.2	Sierra Vista Road		Modoc County	California	United States of America	us	Sierra Vista Road, Modoc County, California, United States of America	-120.6544140	41.4209830	-120.6414901	41.4245250			
Orteta Road		way	7927076	highway	residential	-120.6282392	41.4129575	22	0.2	Orteta Road		Modoc County	California	United States of America	us	Orteta Road, Modoc County, California, United States of America	-120.6286990	41.4113730	-120.6278611	41.4145240			
Pueblos Road		way	7928671	highway	residential	-120.6315395	41.4087800	22	0.2	Pueblos Road		Modoc County	California	United States of America	us	Pueblos Road, Modoc County, California, United States of America	-120.6319060	41.4083710	-120.6311730	41.4091890			
County Road 230A		way	7930793	highway	residential	-120.6313317	41.4031773	22	0.2	County Road 230A		Modoc County	California	United States of America	us	County Road 230A, Modoc County, California, United States of America	-120.6317520	41.4030950	-120.6309130	41.4032709			
Presidents Lane		way	7931798	highway	residential	-120.6340498	41.4548575	22	0.2	Presidents Lane		Modoc County	California	United States of America	us	Presidents Lane, Modoc County, California, United States of America	-120.6352371	41.4521269	-120.6335271	41.4578310			
46N12 Road		way	7928453	highway	residential	-120.7111681	41.7892186	22	0.2	46N12 Road		Modoc County	California	United States of America	us	46N12 Road, Modoc County, California, United States of America	-120.7601980	41.7511930	-120.6916730	41.8032900			
45N16 Road		way	7930114	highway	residential	-120.7259675	41.7418502	22	0.2	45N16 Road		Modoc County	California	United States of America	us	45N16 Road, Modoc County, California, United States of America	-120.7569591	41.7410309	-120.6944400	41.7529750			
County Road 67		way	7929278	highway	residential	-120.8191244	41.5385449	22	0.2	County Road 67		Modoc County	California	United States of America	us	County Road 67, Modoc County, California, United States of America	-120.8206541	41.4971600	-120.8034391	41.5728530			
Big Sage Road		way	7932128	highway	residential	-120.6537191	41.5612732	22	0.2	Big Sage Road		Modoc County	California	United States of America	us	Big Sage Road, Modoc County, California, United States of America	-120.6817220	41.5533439	-120.6296701	41.5759970			
West 2nd Street		way	7925327	highway	residential	-120.5508818	41.4847505	22	0.2	West 2nd Street	Alturas	Modoc County	California	United States of America	us	West 2nd Street, Alturas, Modoc County, California, United States of America	-120.5593291	41.4846950	-120.5424670	41.4849250			
County Road 166		way	7925381	highway	residential	-120.1145606	41.3729328	22	0.2	County Road 166		Modoc County	California	United States of America	us	County Road 166, Modoc County, California, United States of America	-120.1260080	41.3648639	-120.1051540	41.3729360			
Red Rock Road		way	7916517	highway	residential	-120.1810976	41.0314276	22	0.2	Red Rock Road		Lassen County	California	United States of America	us	Red Rock Road, Lassen County, California, United States of America	-120.2557060	41.0265110	-120.0979910	41.0687050			
