ID,TXT,PHRASE,TXT_LOC
"188",House,Stanley House,"2"
"189",The,The Bell,"1"
"190",Bell,The Bell,"2"
"191",Hostel,Hostel,"1"
"192",ST,ST CHAD'S PLACE,"1"
"193",CHAD'S,ST CHAD'S PLACE,"2"
"194",PLACE,ST CHAD'S PLACE,"3"
"195",Platform,Platform,"1"
"196",Met,Met B & Boro Const Bdy,"1"
"197",B,Met B & Boro Const Bdy,"2"
"198",&,Met B & Boro Const Bdy,"3"
"199",Boro,Met B & Boro Const Bdy,"4"
"200",Const,Met B & Boro Const Bdy,"5"
"201",Bdy,Met B & Boro Const Bdy,"6"
"202",Ramp,Ramp,"1"
"203",Bottling,Bottling Depot,"1"
"1",Depot,Bottling Depot,"2"
"2",School,School,"1"
"3",PENTON,PENTON RISE,"1"
"4",RISE,PENTON RISE,"2"
"5",El,El Sub Sta,"1"
"6",Sub,El Sub Sta,"2"
"7",Sta,El Sub Sta,"3"
"8",VERNON,VERNON SQUARE,"1"
"9",SQUARE,VERNON SQUARE,"2"
"10",VERNON,VERNON RISE,"1"
"11",RISE,VERNON RISE,"2"
"12",HOLFORD,HOLFORD PLACE,"1"
"13",PLACE,HOLFORD PLAE,"1"
"14",GREAT,GREAT PERCY STREET,"1"
"15",PERCY,GREAT PERCY STREET,"2"
"16",STREET,GREAT PERCY STREET,"3"
"17",Vernon,Vernon Baptist Church,"1"
"18",Baptist,Vernon Baptist Church,"2"
"19",Church,Vernon Baptist Church,"3"
"20",Vernon,Vernon Hall,"1"
"21",Hall,Vernon Hall,"2"
"22",Schhol,School House,
"23",House,School House,"2"
"24",WESTON,WESTON RISE,"1"
"25",RISE,WESTON RISE,"2"
"26",PERCY,PERCY CIRCUS,"1"
"27",CIRCUS,PERCY CIRCUS,"2"
"28",GREAT,GREAT PERCY STREET,"1"
"29",PERCY,GREAT PERCY STREET,"2"
"30",STREET,GREAT PERCY STREET,"3"
"31",PRIDEAUX,PRIDEAUX PLACE,"1"
"32",PLACE,PRIDEAUX PLACE,"2"
"33",Prideaux,Prideaux House,"1"
"34",House,Prideaux House,"2"
"35",El,El Sub Sta,"1"
"36",Sub,El Sub Sta,"2"
"37",Sta,El Sub Sta,"3"
"38",Prideaux,Prideaux House,"1"
"39",House,Prideaux House,"2"
"40",PH,PH,"1"
"41",Met,Met B & Boro Const Bdy,"1"
"42",B,Met B & Boro Const Bdy,"2"
"43",&,Met B & Boro Const Bdy,"3"
"44",Boro,Met B & Boro Const Bdy,"4"
"45",Const,Met B & Boro Const Bdy,"5"
"46",Bdy,Met B & Boro Const Bdy,"6"
"47",Bank,Bank,"1"
"48",H,H Ramp,"1"
"49",Ramp,H Ramp,"2"
"50",LORENZO,LORENZO STREET,"1"
"51",STREET,LORENZO STREET,"2"
"52",Iron,Iron Foundry,"1"
"53",Foundry,Iron Foundry,"2"
