id,txt,phrase,txt_loc
"115",Pedro,San Pedro Pt.,"2"
"116",Pt.,San Pedro Pt.,"3"
"117",Marin,Marin Ids.,"1"
"118",Ids.,Marin Ids.,"2"
"119",The,The Brothers,"1"
"120",Brothers,The Brothers,"2"
"121",LIGHT,LIGHT,"1"
"122",San,San Pablo Pt.,"1"
"123",Pablo,San Pablo Pt.,"2"
"124",Pt.,San Pablo Pt.,"3"
"125",San,San Quentin Pt.,"1"
"126",Quentin,San Quentin Pt.,"2"
"127",Pt.,San Quentin Pt.,"3"
"128",San,San Quentin,"1"
"129",Quentin,San Quentin,"2"
"130",Molate,Molate Pt.,"1"
"131",Pt.,Molate Pt.,"2"
"132",Castro,Castro Pt.,"1"
"133",Pt.,Castro Pt.,"2"
"134",Red,Red Rock,"1"
"135",Rock,Red Rock,"2"
"136",California,California Pt.,"1"
"137",Pt.,California Pt.,"2"
"138",Cauncey,Chauncey Pt.,"1"
"139",Pt.,Chauncey Pt.,"2"
"140",Richmond,Richmond Pt.,"1"
"141",Pt.,Richmond Pt.,"2"
"142",Potrero,Potrero Pt.,"1"
"143",Pt.,Potrero Pt.,"2"
"144",Brooks,Brooks Id.,"1"
"145",Id.,Brooks Id.,"2"
"146",Isabel,Isabel Pt.,"1"
"147",Pt.,Isabel Pt.,"2"
"148",Noble,Noble,"1"
"149",Flemings,Flemings Pt.,"1"
"150",Pt.,Flemings Pt.,"2"
"151",Highland,Highland,"1"
"152",Cordonices,Cordonices Creek,"1"
"153",Creek,Cordonices Creek,"2"
"154",Peralta,Peralta,"1"
"155",North,North Berkeley,"1"
"156",Berkeley,North Berkeley,"2"
"157",University,University of California,"1"
"158",of,University of California,"2"
"159",California,University of California,"3"
"160",Strawberry,Strawberry Creek,"1"
"161",Creek,Strawberry Creek,"2"
"162",Dwight,Dwight Way,"1"
"163",Way,Dwight Way,"2"
"164",Ashby,Ashby Ave,"1"
"165",Ave,Ashby Ave,"2"
"166",West,West Berkeley,"1"
"167",Berkeley,West Berkeley,"2"
"168",Lorin,Lorin,"1"
"169",Adeline,Adeline,"1"
"170",Golden,Golden Gate,"1"
"171",Gate,Golden Gate,"2"
"172",Shell,Shell Mound,"1"
"173",Mound,Shell Mound,"2"
"174",Emery,Emery,"1"
"175",Temescal,Temescal,"1"
"176",Temescal,Temescal,"1"
"177",OAKLAND,OAKLAND,"1"
"178",Lake,Lake Merritt,"1"
"179",Merritt,Lake Merritt,"2"
"180",Sixteenth,Sixteenth St.,"1"
"181",St.,Sixteenth St.,"2"
"182",Oakland,Oakland Harbor,"1"
"183",Harbor,Oakland Harbor,"2"
"184",San,San Antonio Creek,"1"
"185",Antonio,San Antonio Creek,"2"
"186",Creek,San Antonio Creek,"3"
"187",Deep,Deep Water Channel,"1"
"188",Water,Deep Water Channel,"2"
"189",Channel,Deep Water Channel,"3"
"190",Gibbon,Gibbon Pt.,"1"
"191",Pt.,Gibbon Pt.,"2"
"192",LIGHT,LIGHT,"1"
"193",Goat,Goat Id.,"1"
"194",Id.,Goat Id.,"2"
"195",San,San Pablo,"1"
"196",Pablo,San Pablo,"2"
"197",San,San Pablo Sta.,"1"
"198",Pablo,San Pablo Sta.,"2"
"199",Sta.,San Pablo Sta.,"3"
"200",San,San Pablo Creek,"1"
"201",Pablo,San Pablo Creek,"2"
"202",Creek,San Pablo Creek,"3"
"203",Giant,Giant,"1"
"204",Sobrante,Sobrante,"1"
"205",Barrett,Barrett,"1"
"206",Cerrito,Cerrito,"1"
"207",Stege,Stege,"1"
"208",Cerrito,Cerrito Creek,"1"
"209",Creek,Cerrito Creek,"2"
"210",R.R.,R.R.,"1"
"211",Rincon,Rincon Pt.,"1"
"212",Pt.,Rincon Pt.,"2"
"213",Castro,Castro Creek,"1"
"214",Creek,Castro Creek,"2"
"215",Wildcat,Wildcat Creek,"1"
"216",Creek,Wildcat Creek,"2"
"217",T2N,T2N,"1"
"218",R4W,R4W,"1"
"219",Pinole,Pinole Creek,"1"
"220",Creek,Pinole Creek,"2"
"221",Strawberry,Strawberry Pt.,"1"
"222",Pt.,Strawberry Pt.,"2"
"223",Cone,Cone Rock,"1"
"225",Rock,Cone Rock,"2"
"225",Peninsula,Peninsula Pt.,"1"
"226",Pt.,Peninsula Pt.,"2"
"227",Sausalito,Sausalito Pt.,"1"
"228",Pt.,Sausalito Pt.,"2"
"229",Sausalito,Sausalito,"1"
"230",Stuart,Stuart Pt.,"1"
"231",Pt.,Stuart Pt.,"2"
"232",Knox,Knox Pt.,"1"
"233",Pt.,Knox Pt.,"2"
"234",Pt.,Pt. Tiburon,"1"
"235",Tiburon,Pt. Tiburon,"2"
"236",Belvedere,Belvedere,"1"
"237",SAN,SAN FRANCISCO & NORTH PACIFIC R.R.,"1"
"238",FRANCISCO,SAN FRANCISCO & NORTH PACIFIC R.R.,"2"
"239",&,SAN FRANCISCO & NORTH PACIFIC R.R.,"3"
"240",NORTH,SAN FRANCISCO & NORTH PACIFIC R.R.,"4"
"241",PACIFIC,SAN FRANCISCO & NORTH PACIFIC R.R.,"5"
"242",R.R.,SAN FRANCISCO & NORTH PACIFIC R.R.,"6"
"243",Bluff,Bluff Pt.,"1"
"244",Pt.,Bluff Pt.,"2"
"245",Campbell,Campbell Pt.,"1"
"246",Pt.,Campbell Pt.,"2"
"247",Simpton,Simpton Pt.,"1"
"248",Pt.,Simpton Pt.,"2"
"249",Angel,Angel Id.,"1"
"250",Id.,Angel Id.,"2"
"251",Quarry,Quarry Pt.,"1"
"252",Pt.,Quarry Pt.,"2"
"253",Blunt,Blunt Pt.,"1"
"254",Pt.,Blunt Pt.,"2"
"255",Hospital,Hospital Cove,"1"
"256",Cove,Hospital Cove,"2"
"257",N.P.,N.P. COAST R.R.,"1"
"258",COAST,N.P. COAST R.R.,"2"
"259",R.R.,N.P. COAST R.R.,"3"
"260",Pt.,Pt. Diablo,"1"
"261",Diablo,Pt. Diablo,"2"
"262",Fort,Fort Pt.,"1"
"263",Pt.,Fort Pt.,"2"
"264",LIGHT,LIGHT,"1"
"265",Lime,Lime Pt.,"1"
"266",Pt.,Lime Pt.,"2"
"267",Needles,Needles,"1"
"268",Cavallo,Cavallo Pt.,"1"
"269",Pt.,Cavallo Pt.,"2"
"270",Horseshoe,Horseshoe Bay,"1"
"271",Bay,Horseshoe Bay,"2"
"272",Yellow,Yellow Bluff,"1"
"273",Bluff,Yellow Bluff,"2"
"274",Shag,Shag Rock,"1"
"275",Rock,Shag Rock,"2"
"276",Arch,Arch Rock,"1"
"277",Rock,Shag Rock,"2"
"278",Alcatraz,Alcatraz Id.,"1"
"279",Id.,Alcatraz Id.,"2"
"280",LIGHT,LIGHT,"1"
"281",Black,Black Pt.,"1"
"282",Pt.,Black Pt.,"2"
"283",FORT,FORT MASON,"1"
"284",MASON,FORT MASON,"2"
"285",North,North Pt.,"1"
"286",Pt.,North Pt.,"2"
"287",Telegraph,Telegraph Hill,"1"
"288",Hill,Telegraph Hill,"2"
"289",Presidio,Presidio,"1"
"290",Military,Military Reservation,"1"
"291",Reservation,Military Reservation,"2"
"292",U.S.,U.S. Marine Hospital,"1"
"293",Marine,U.S. Marine Hospital,"2"
"294",Hospital,U.S. Marine Hospital,"3"
"295",Mountain,Mountain Lake,"1"
"296",Lake,Mountain Lake,"2"
"297",Lobos,Lobos Creek,"1"
"298",Creek,Lobos Creek,"2"
"299",L.S.S.,L.S.S.,"1"
"300",S.P.R.R.,S.P.R.R.,"1"
"301",Cemetery,Cemetery,"1"
"302",Cemetery,Cemetery,"1"
"303",Lone,Lone Mt.,"1"
"304",Mt.,Lone Mt.,"2"
"305",Cem.,Cem.,"1"
"306",Cem.,Cem.,"1"
"307",S.P.R.R.,S.P.R.R.,"1"
"308",Strawberry,Strawberry Hill,"1"
"309",Hill,Strawberry Hill,"2"
"310",Sutro,Sutro Crest,"1"
"311",Crest,Sutro Crest,"2"
"312",Potrero,Potrero Nuevo,"1"
"313",Nuevo,Potrero Nuevo,"2"
"314",Potrero,Potrero Pt.,"1"
"315",Pt.,Potrero Pt.,"2"
"316",SAN,SAN FRANCISCO,"1"
"317",FRANCISCO,SAN FRANCISCO,"2"
"318",Mission,Mission Rock,"1"
"319",Rock,Mission Rock,"2"
"320",Steamboat,Steamboat Pt.,"1"
"321",Pt.,Steamboat Pt.,"2"
"322",Mile,Mile Rocks,"1"
"323",Rocks,Mile Rocks,"2"
"324",Cemetery,Cemetery,"1"
"325",Pt.,Pt. Lobos,"1"
"326",Lobos,Pt. Lobos,"2"
"327",Seal,Seal Rocks,"1"
"328",Rocks,Seal Rocks,"2"
"329",Cliff,Cliff House,"1"
"330",House,Cliff House,"2"
"331",L.S.S.,L.S.S.,"1"
"332",San,San Rafael Cr.,"1"
"333",Rafael,San Rafael Cr.,"2"
"334",Cr.,San Rafael Cr.,"3"
"335",TOPOGRAPHY (Napa 1/125000),TOPOGRAPHY (Napa 1/125000),"1"
"336",CALIFORNIA SAN FRANCISCO QUADRANGLE,CALIFORNIA SAN FRANCISCO QUADRANGLE,"1"
"337","U.S. GEOLOGICAL SURVEY GEORGE OTIS SMITH, DIRECTOR","U.S. GEOLOGICAL SURVEY GEORGE OTIS SMITH, DIRECTOR","1"
"338",(Napa 1/125000),(Napa 1/125000),"1"
"339",122°30' 38°00',122°30' 38°00',"1"
"340",REFERENCE MAP FILE HISTORY DEPARTMENT LOS ANGELES PUBLIC LIBRARY 630 WEST FIFTH STREET LOS ANGELES CALIF 90007,REFERENCE MAP FILE HISTORY DEPARTMENT LOS ANGELES PUBLIC LIBRARY 630 WEST FIFTH STREET LOS ANGELES CALIF 90007,"1"
"341","A.H. Thompson, Geographer. Willard D. Johnson, Topographer in charge. Triangulation by U.S. Coast and Geodetic Survet","A.H. Thompson, Geographer. Willard D. Johnson, Topographer in charge. Triangulation by U.S. Coast and Geodetic Survet","1"
"342","Topography by U.S.C. and G.S., U.S. Eng. Corps, City Surveys and by R.H. Chapman. R.B. Marshall and W.H. Otis. Surveyed in 1892-93-94.","Topography by U.S.C. and G.S., U.S. Eng. Corps, City Surveys and by R.H. Chapman. R.B. Marshall and W.H. Otis. Surveyed in 1892-93-94.","1"
"343",(San Mateo) Scale 1/62500,(San Mateo) Scale 1/62500,"1"
"344",Contour interval 25 feet,Contour interval 25 feet,"1"
"345",Datum is mean sea level,Datum is mean sea level,"1"
"346",Kilometers,Kilometers,"1"
"347","Edition of Feb. 1899, reprinted Sept. 1911","Edition of Feb. 1899, reprinted Sept. 1911","1"
"348",SAN FRANCISCO,SAN FRANCISCO,"1"
"349",37°45' 122°15',37°45' 122°15',"1"
"350",(Haywards),(Haywards),"1"
"351",Tamalpais,Tamalpais,"1"
"352",ENGRAVED AUG. 1895 BY U.S.G.S.,ENGRAVED AUG. 1895 BY U.S.G.S.,"1"
